iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,i_dc_mv,adc_vref_raw,adc_pc0_mv,accel_rms_mg,accel_pk_mg,temp_mv,sensor_status,i_dc_peak_mv,i_dc_min_mv,i_adc_raw_sum,i_adc_raw_count,i_adc_raw_min,i_adc_raw_max,i_adc_ema_q8,vref_adc_raw_sum,vref_adc_raw_count,vref_adc_ema_q8,vref_factory_cal_raw,frame_seq,pwm_ticks,i_adc_window_start_us,i_adc_window_end_us,i_adc_fail_count,vref_window_start_us,vref_window_end_us,i_adc_raw_sumsq,vref_adc_raw_sumsq,i_dc_a,i_dc_zero_mv,i_dc_peak_a,i_dc_min_a,i_dc_a_signed,temp_motor_c,temp_motor_f,temp_ambient_c,i_u_a,i_v_a,i_w_a,modbus_rpm,modbus_fault
2026-07-30T19:31:14.755197+00:00,S021,mounted,true,healthy,none,1500,healthy_horizontal_no_load_1500rpm,915971,1544,279,1380,1832,3,0,1092355,9,240,74,1,3,1654,1494,1209,60,126,1625,16383,1658,1650,1656479,808,2023,2149,524866,11951,8,382547,1496,52032,649,915872274,915972227,0,915972236,915972751,3396006205,17853305,0.0834,1646.0,0.19261524366161797,-0.017423076813655847,0.0834,25.76,78.4,,,,,,
2026-07-30T19:31:14.899106+00:00,S021,mounted,true,healthy,none,1500,healthy_horizontal_no_load_1500rpm,916071,1549,278,1376,1825,5,0,1092417,9,240,74,0,2,1654,1495,1234,62,126,1627,16383,1660,1645,1638938,800,2011,2079,524783,11956,8,382549,1496,52033,649,915973154,916072297,0,916072311,916072826,3357704130,17868244,0.0834,1646.0,0.07447796018735353,-0.03882864938106412,0.0834,25.7,78.3,,,,,,
2026-07-30T19:31:14.992323+00:00,S021,mounted,true,healthy,none,1500,healthy_horizontal_no_load_1500rpm,916171,1540,278,1388,1839,4,0,1092478,9,240,74,2,3,1654,1494,1238,62,126,1629,16383,1657,1648,1639319,800,2017,2105,524795,11955,8,382549,1496,52034,649,916073227,916172339,0,916172349,916172866,3359263347,17865255,0.0834,1646.0,0.11809446800501888,-0.02854988030112926,0.0834,25.64,78.1,,,,,,
2026-07-30T19:31:15.075393+00:00,S021,mounted,true,healthy,none,1500,healthy_horizontal_no_load_1500rpm,916271,1509,276,1415,1873,6,0,1092539,9,240,74,0,2,1654,1495,1212,62,125,1628,16383,1659,1648,1639511,800,2019,2071,524796,11956,8,382551,1496,52035,649,916173268,916272399,0,916272408,916272923,3360047097,17868246,0.0834,1646.0,0.061147770826363246,-0.025498460020073832,0.0834,25.67,78.2,,,,,,
2026-07-30T19:31:15.180066+00:00,S021,mounted,true,healthy,none,1500,healthy_horizontal_no_load_1500rpm,916371,1502,274,1423,1880,6,0,1092599,9,240,73,1,3,1654,1494,1235,60,127,1635,16383,1659,1649,1640037,800,2006,2195,524817,11955,8,382551,1496,52036,649,916273327,916372428,0,916372438,916372953,3362237621,17865255,0.0834,1646.0,0.2680716424090335,-0.04688042383939761,0.0834,25.46,77.8,,,,,,
2026-07-30T19:31:15.274768+00:00,S021,mounted,true,healthy,none,1500,healthy_horizontal_no_load_1500rpm,916472,1501,277,1422,1884,2,0,1092660,9,240,73,0,2,1654,1494,1208,60,127,1634,16383,1658,1649,1655491,808,1861,2079,524785,11954,8,382550,1496,52037,649,916373356,916473183,0,916473261,916473776,3391981045,17862268,0.0834,1646.0,0.07505754575874146,-0.28825088857286296,0.0834,25.49,77.9,,,,,,
2026-07-30T19:31:15.367752+00:00,S021,mounted,true,healthy,none,1500,healthy_horizontal_no_load_1500rpm,916572,1500,276,1424,1884,2,0,1092720,9,240,73,0,2,1654,1495,1204,61,126,1625,16383,1659,1649,1640109,800,2014,2185,524811,11956,8,382552,1496,52038,649,916474177,916573245,0,916573324,916573839,3362521751,17868244,0.0834,1646.0,0.2511029692204749,-0.033829828370692816,0.0834,25.76,78.4,,,,,,
2026-07-30T19:31:15.461552+00:00,S021,mounted,true,healthy,none,1500,healthy_horizontal_no_load_1500rpm,916672,1507,275,1416,1873,2,0,1092780,9,240,74,1,2,1654,1495,1208,61,126,1635,16383,1658,1646,1639629,800,1993,2239,524787,11956,8,382554,1496,52039,649,916574239,916673306,0,916673380,916673895,3360589825,17868246,0.0834,1646.0,0.3410817474071597,-0.06882157544329237,0.0834,25.46,77.8,,,,,,
2026-07-30T19:31:15.602422+00:00,S021,mounted,true,healthy,none,1500,healthy_horizontal_no_load_1500rpm,916772,1521,276,1403,1858,3,0,1092841,9,240,74,0,3,1654,1495,1217,60,119,1632,16383,1656,1647,1639013,800,2014,2079,524761,11957,8,382558,1496,52040,649,916674301,916773378,0,916773452,916773967,3358006349,17871233,0.0834,1646.0,0.07418824011039549,-0.0341104903403866,0.0834,25.55,78.0,,,,,,
2026-07-30T19:31:15.697499+00:00,S021,mounted,true,healthy,none,1500,healthy_horizontal_no_load_1500rpm,916872,1531,274,1397,1845,1,0,1092902,9,240,73,0,2,1654,1494,1193,60,122,1639,16383,1658,1649,1639974,800,2015,2085,524822,11951,8,382551,1496,52041,649,916774368,916873447,0,916873521,916874036,3361950158,17853305,0.0834,1646.0,0.085929112626558,-0.030758843193038565,0.0834,25.33,77.6,,,,,,
