iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,i_dc_mv,adc_vref_raw,adc_pc0_mv,accel_rms_mg,accel_pk_mg,temp_mv,sensor_status,i_dc_peak_mv,i_dc_min_mv,i_adc_raw_sum,i_adc_raw_count,i_adc_raw_min,i_adc_raw_max,i_adc_ema_q8,vref_adc_raw_sum,vref_adc_raw_count,vref_adc_ema_q8,vref_factory_cal_raw,frame_seq,pwm_ticks,i_adc_window_start_us,i_adc_window_end_us,i_adc_fail_count,vref_window_start_us,vref_window_end_us,i_adc_raw_sumsq,vref_adc_raw_sumsq,accel_x_mg,accel_y_mg,accel_z_mg,i_dc_a,i_dc_zero_mv,i_dc_peak_a,i_dc_min_a,i_dc_a_signed,temp_motor_c,temp_motor_f,temp_ambient_c,i_u_a,i_v_a,i_w_a,modbus_rpm,modbus_fault
2026-07-30T23:07:43.446294+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2507706,921,348,2171,3116,5,3,1529619,9,119,84,50,0,1707,1494,1251,83,222,1629,16383,1715,1698,1707311,808,2092,2143,541546,11955,8,382512,1496,110791,390,2507607103,2507706762,0,2507706772,2507707287,3607612721,17865257,-1,44,1043,0.1303,1686.6,0.1814181638644916,0.0964310983688832,0.1303,25.64,78.1,,,,,,
2026-07-30T23:07:43.541869+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2507806,919,322,2225,3101,4,3,1529656,9,119,79,45,3,1706,1494,1213,78,198,1632,16383,1712,1695,1689086,800,2081,2173,541246,11952,8,382509,1496,110792,390,2507707712,2507806806,0,2507806816,2507807331,3566321292,17856290,-38,63,1059,0.1265,1686.6,0.2323194698795179,0.07897098795180701,0.1265,25.55,78.0,,,,,,
2026-07-30T23:07:43.636531+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2507906,913,277,2314,3072,6,3,1529693,9,119,82,17,2,1705,1494,1237,78,189,1635,16383,1708,1694,1687905,800,1918,2299,540921,11951,8,382505,1496,110793,390,2507807759,2507906822,0,2507906836,2507907351,3561396309,17853303,-35,63,1058,0.1227,1686.6,0.44266086327503906,-0.1924550105430507,0.1227,25.46,77.8,,,,,,
2026-07-30T23:07:43.731848+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2508006,906,282,2372,3151,6,3,1529729,9,119,77,31,7,1705,1494,1245,78,189,1633,16383,1713,1700,1691219,800,2079,2241,541057,11949,8,382497,1496,110794,390,2507907780,2508006921,0,2508006930,2508007445,3575337871,17847341,-32,64,1044,0.1227,1686.6,0.346601828019081,0.07650735852372526,0.1227,25.52,77.9,,,,,,
2026-07-30T23:07:43.828993+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2508106,910,314,2328,3191,2,3,1529766,9,119,81,23,11,1706,1494,1229,73,173,1632,16383,1712,1698,1691050,800,1897,2167,541154,11954,8,382498,1496,110795,390,2508007877,2508106970,0,2508106988,2508107503,3574659804,17862270,-24,53,1049,0.1265,1686.6,0.22171416145223377,-0.2282550003346162,0.1265,25.55,78.0,,,,,,
2026-07-30T23:07:43.923032+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2508206,911,344,2293,3237,2,3,1529802,9,119,83,40,3,1706,1494,1239,72,165,1636,16383,1712,1699,1690690,800,2059,2141,541178,11955,8,382501,1496,110796,390,2508107933,2508206988,0,2508206997,2508207512,3573088790,17865257,-31,56,1045,0.1265,1686.6,0.17808533776662427,0.0414394677540777,0.1265,25.43,77.8,,,,,,
2026-07-30T23:07:44.017154+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2508306,908,358,2295,3281,2,3,1529838,9,119,86,55,12,1707,1494,1251,72,165,1635,16383,1717,1702,1695464,800,2079,2180,541659,11954,8,382502,1496,110797,390,2508207940,2508307040,0,2508307049,2508307564,3593303782,17862268,-48,59,1033,0.1303,1686.6,0.2433793433160445,0.07505754575874146,0.1303,25.46,77.8,,,,,,
2026-07-30T23:07:44.111689+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2508406,906,389,2278,3353,3,3,1529875,9,119,93,75,6,1707,1494,1245,70,160,1632,16383,1718,1698,1692999,800,2074,2309,541717,11954,8,382503,1496,110798,390,2508307994,2508407110,0,2508407119,2508407635,3582916299,17862270,-28,77,1036,0.1303,1686.6,0.45836460950309466,0.06672478350342992,0.1303,25.55,78.0,,,,,,
2026-07-30T23:07:44.206723+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2508507,898,397,2259,3366,3,3,1529911,9,119,94,76,11,1708,1494,1209,70,160,1632,16383,1717,1699,1712085,808,1953,2291,541980,11954,8,382504,1496,110799,390,2508408063,2508507751,0,2508507825,2508508340,3627923165,17862266,-44,44,1041,0.1341,1686.6,0.42836666538397195,-0.1349280630751215,0.1341,25.55,78.0,,,,,,
2026-07-30T23:07:44.302430+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2508607,899,417,2239,3401,3,3,1529947,9,119,95,72,7,1708,1494,1214,68,153,1632,16383,1715,1698,1692101,800,2083,2143,541871,11955,8,382507,1496,110800,390,2508508770,2508607825,0,2508607898,2508608413,3579070443,17865259,-23,52,1044,0.1341,1686.6,0.1814181638644916,0.08143338092848174,0.1341,25.55,78.0,,,,,,
2026-07-30T23:07:44.442164+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2508707,920,342,2224,3154,1,3,1529984,9,119,87,50,11,1707,1494,1209,68,147,1625,16383,1714,1694,1689781,800,2085,2287,541508,11953,8,382507,1496,110801,390,2508608841,2508707965,0,2508708039,2508708554,3569295221,17859283,-51,39,1049,0.1303,1686.6,0.42201932159290534,0.08534756253660136,0.1303,25.76,78.4,,,,,,
2026-07-30T23:07:44.536440+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2508807,916,273,2347,3094,1,3,1530020,9,119,74,8,2,1705,1494,1224,68,147,1624,16383,1706,1696,1687400,800,1993,2263,541050,11954,8,382508,1496,110802,390,2508708984,2508808031,0,2508808105,2508808619,3559225016,17862268,-51,29,1050,0.1227,1686.6,0.38170319675422437,-0.06826596503262561,0.1227,25.79,78.4,,,,,,
2026-07-30T23:07:44.630395+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2508907,941,327,2144,3014,4,3,1530058,9,119,87,63,4,1704,1495,1227,67,146,1629,16383,1712,1694,1687370,800,2029,2143,540719,11956,8,382513,1496,110803,390,2508809046,2508908110,0,2508908189,2508908704,3559086286,17868248,-60,50,1056,0.1189,1686.6,0.18111947507527582,-0.008835723318836308,0.1189,25.64,78.1,,,,,,
2026-07-30T23:07:44.722953+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2509008,894,364,2333,3352,4,3,1530094,9,119,89,50,15,1702,1494,1219,78,225,1632,16383,1707,1691,1701124,808,2081,2253,540172,11953,8,382512,1496,110804,390,2508909133,2509008771,0,2509008786,2509009301,3581534616,17859283,-54,75,1045,0.1113,1686.6,0.3653517977913494,0.07868079503053593,0.1113,25.55,78.0,,,,,,
2026-07-30T23:07:44.816136+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2509108,913,450,2159,3390,4,3,1530130,9,119,116,121,16,1703,1494,1211,78,225,1632,16383,1720,1697,1690245,800,2090,2154,540406,11954,8,382513,1496,110805,390,2509009730,2509108806,0,2509108821,2509109336,3571238469,17862270,-74,111,1046,0.1151,1686.6,0.20004897958842172,0.09338962272042783,0.1151,25.55,78.0,,,,,,
2026-07-30T23:07:44.909026+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2509208,875,347,2357,3349,4,3,1530166,9,119,83,52,6,1704,1494,1218,81,233,1631,16383,1718,1698,1691807,800,2079,2355,540732,11954,8,382513,1496,110806,390,2509109769,2509208847,0,2509208856,2509209372,3577929453,17862270,-52,110,1039,0.1189,1686.6,0.5350260222519654,0.07505754575874146,0.1189,25.58,78.0,,,,,,
2026-07-30T23:07:45.001511+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2509308,945,358,2127,3074,2,3,1530204,9,119,90,73,4,1706,1495,1234,81,233,1633,16383,1719,1701,1693897,800,2083,2167,541187,11957,8,382519,1496,110807,390,2509209801,2509308873,0,2509308887,2509309403,3586665073,17871233,-89,97,1041,0.1265,1686.6,0.2208080597976081,0.08085277736890495,0.1265,25.52,77.9,,,,,,
2026-07-30T23:07:45.142492+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2509408,977,282,2158,2881,1,3,1530242,9,119,78,46,4,1705,1494,1230,79,225,1633,16383,1713,1694,1688239,800,2005,2139,540907,11954,8,382519,1496,110808,390,2509309831,2509409024,0,2509409033,2509409548,3562761105,17862270,-67,93,1046,0.1227,1686.6,0.17505069282248575,-0.048267335619876395,0.1227,25.52,77.9,,,,,,
2026-07-30T23:07:45.236773+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2509508,932,246,2319,2979,4,3,1530280,9,119,73,20,6,1703,1494,1226,86,281,1639,16383,1704,1693,1683429,800,1907,2171,540260,11951,8,382514,1496,110809,390,2509409977,2509509072,0,2509509087,2509509602,3542503765,17853305,-2,107,1040,0.1151,1686.6,0.22928860120491956,-0.21079168931470216,0.1151,25.33,77.6,,,,,,
2026-07-30T23:07:45.329215+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2509608,925,326,2270,3151,4,3,1530316,9,119,79,44,3,1702,1495,1213,86,281,1644,16383,1706,1693,1684760,800,2073,2215,539928,11956,8,382518,1496,110810,390,2509510030,2509609102,0,2509609112,2509609627,3548078156,17868244,-9,98,1041,0.1113,1686.6,0.30109117932418883,0.06448031816661048,0.1113,25.18,77.3,,,,,,
2026-07-30T23:07:45.422610+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2509709,922,333,2260,3163,2,3,1530354,9,119,82,47,6,1701,1494,1232,84,265,1635,16383,1706,1690,1702188,808,2049,2278,539763,11954,8,382518,1496,110811,390,2509610058,2509709750,0,2509709823,2509710339,3586035050,17862270,-21,56,1044,0.1075,1686.6,0.40670148352016033,0.025060972226869094,0.1075,25.46,77.8,,,,,,
2026-07-30T23:07:45.515553+00:00,S049,mounted,true,rotor_drag,mild,900,rotor_drag-mild_horizontal_no_load_0900rpm,2509809,925,264,2313,3028,2,3,1530390,9,119,73,17,10,1701,1495,1208,80,226,1645,16383,1706,1695,1686250,800,2063,2140,539739,11956,8,382522,1496,110812,390,2509710767,2509809833,0,2509809907,2509810422,3554341400,17868246,-35,44,1058,0.1075,1686.6,0.1761206540649045,0.047817581465372516,0.1075,25.15,77.3,,,,,,
