iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-20T13:03:18.997029+00:00,S001,commissioning_unmounted,false,healthy,none,1400,healthy_horizontal_no_load_1400rpm,49500,1399,275,1528,2020,6,0,10870,9,0,,,,,,,,,,
2026-06-20T13:03:19.091074+00:00,S001,commissioning_unmounted,false,healthy,none,1400,healthy_horizontal_no_load_1400rpm,49600,1400,273,1535,2023,3,0,10926,9,0,,,,,,,,,,
2026-06-20T13:03:19.231740+00:00,S001,commissioning_unmounted,false,healthy,none,1400,healthy_horizontal_no_load_1400rpm,49700,1398,278,1528,2026,4,0,10983,9,0,,,,,,,,,,
2026-06-20T13:03:19.325604+00:00,S001,commissioning_unmounted,false,healthy,none,1400,healthy_horizontal_no_load_1400rpm,49800,1400,276,1531,2025,6,0,11038,9,0,,,,,,,,,,
2026-06-20T13:03:19.420247+00:00,S001,commissioning_unmounted,false,healthy,none,1400,healthy_horizontal_no_load_1400rpm,49900,1399,277,1530,2025,3,0,11094,9,0,,,,,,,,,,
2026-06-20T13:03:19.514718+00:00,S001,commissioning_unmounted,false,healthy,none,1400,healthy_horizontal_no_load_1400rpm,50000,1399,274,1533,2023,5,0,11150,9,0,,,,,,,,,,
2026-06-20T13:03:19.608142+00:00,S001,commissioning_unmounted,false,healthy,none,1400,healthy_horizontal_no_load_1400rpm,50100,1399,277,1530,2026,6,0,11206,9,0,,,,,,,,,,
2026-06-20T13:03:19.700914+00:00,S001,commissioning_unmounted,false,healthy,none,1400,healthy_horizontal_no_load_1400rpm,50200,1398,277,1529,2024,3,0,11262,9,0,,,,,,,,,,
2026-06-20T13:03:19.794713+00:00,S001,commissioning_unmounted,false,healthy,none,1400,healthy_horizontal_no_load_1400rpm,50300,1399,276,1533,2026,5,0,11318,9,0,,,,,,,,,,
2026-06-20T13:03:19.887959+00:00,S001,commissioning_unmounted,false,healthy,none,1400,healthy_horizontal_no_load_1400rpm,50400,1400,273,1533,2021,6,0,11374,9,0,,,,,,,,,,
2026-06-20T13:03:20.029398+00:00,S001,commissioning_unmounted,false,healthy,none,1400,healthy_horizontal_no_load_1400rpm,50500,1399,278,1528,2025,3,0,11430,9,0,,,,,,,,,,
