iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-21T01:17:43.138502+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2880733,1994,301,1059,1437,4,16,225029,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:43.230536+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2880833,1994,304,1059,1440,2,16,225109,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:43.371314+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2880933,1995,293,1064,1432,1,16,225189,9,479,76,1,1,,,,,,,,,,
2026-06-21T01:17:43.465342+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2881033,1993,301,1059,1437,5,16,225268,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:43.557915+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2881133,1996,299,1059,1434,6,16,225348,9,479,77,0,2,,,,,,,,,,
2026-06-21T01:17:43.651301+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2881233,1992,298,1066,1440,3,16,225428,9,479,78,1,2,,,,,,,,,,
2026-06-21T01:17:43.744976+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2881333,1992,301,1059,1437,1,16,225507,9,479,78,0,3,,,,,,,,,,
2026-06-21T01:17:43.838144+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2881433,1997,299,1059,1434,4,16,225587,9,479,79,1,3,,,,,,,,,,
2026-06-21T01:17:43.931535+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2881533,1994,301,1059,1437,2,16,225667,9,479,77,0,2,,,,,,,,,,
2026-06-21T01:17:44.023266+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2881633,1995,301,1059,1437,1,16,225747,9,479,79,0,2,,,,,,,,,,
2026-06-21T01:17:44.165853+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2881733,1995,304,1056,1437,4,16,225827,9,479,79,0,3,,,,,,,,,,
2026-06-21T01:17:44.259607+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2881833,1993,297,1059,1432,2,16,225907,9,479,77,0,2,,,,,,,,,,
2026-06-21T01:17:44.352479+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2881933,1992,301,1059,1437,3,16,225986,9,479,77,0,1,,,,,,,,,,
2026-06-21T01:17:44.445967+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2882033,1994,303,1054,1434,5,16,226066,9,479,78,0,3,,,,,,,,,,
2026-06-21T01:17:44.539300+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2882134,1995,294,1065,1434,6,16,226146,9,479,77,0,2,,,,,,,,,,
2026-06-21T01:17:44.633658+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2882234,1997,291,1064,1429,3,16,226226,9,479,76,0,2,,,,,,,,,,
2026-06-21T01:17:44.727400+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2882334,1994,301,1059,1437,1,16,226305,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:44.820698+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2882434,1994,304,1057,1439,4,16,226385,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:44.960941+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2882534,1993,301,1059,1437,2,16,226465,9,479,79,0,2,,,,,,,,,,
2026-06-21T01:17:45.054427+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2882634,1995,303,1057,1437,1,16,226545,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:45.141355+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2882734,1996,295,1064,1434,4,16,226625,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:45.240757+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2882834,1996,292,1064,1430,6,16,226704,9,479,76,0,2,,,,,,,,,,
2026-06-21T01:17:45.335332+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2882934,1995,299,1057,1432,3,16,226784,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:45.428479+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2883034,1996,302,1056,1435,5,16,226864,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:45.521572+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2883134,1999,300,1054,1429,6,16,226944,9,479,77,0,2,,,,,,,,,,
2026-06-21T01:17:45.661970+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2883234,1997,298,1054,1427,3,16,227024,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:45.756042+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2883334,1996,300,1059,1435,5,16,227104,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:45.849379+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2883434,1993,306,1056,1440,6,16,227184,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:45.942855+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2883534,1996,289,1067,1429,3,16,227264,9,479,76,1,2,,,,,,,,,,
2026-06-21T01:17:46.031245+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2883634,1997,300,1059,1435,1,16,227343,9,479,78,0,2,,,,,,,,,,
2026-06-21T01:17:46.125316+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2883734,1996,289,1067,1429,4,16,227423,9,479,76,0,2,,,,,,,,,,
2026-06-21T01:17:46.226928+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2883834,1995,301,1059,1437,2,16,227503,9,479,78,0,1,,,,,,,,,,
2026-06-21T01:17:46.321593+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2883934,1996,293,1067,1435,1,16,227583,9,479,77,0,1,,,,,,,,,,
2026-06-21T01:17:46.416601+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2884034,1996,301,1059,1437,4,16,227663,9,479,79,0,3,,,,,,,,,,
2026-06-21T01:17:46.555907+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2884134,1997,300,1053,1429,2,16,227743,9,479,77,0,1,,,,,,,,,,
2026-06-21T01:17:46.648442+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2884234,1996,297,1062,1434,1,16,227823,9,479,77,0,2,,,,,,,,,,
2026-06-21T01:17:46.742876+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2884334,1995,300,1056,1432,5,16,227902,9,479,77,0,2,,,,,,,,,,
2026-06-21T01:17:46.839820+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2884434,1994,297,1064,1437,6,16,227982,9,479,77,0,1,,,,,,,,,,
2026-06-21T01:17:46.929167+00:00,S022,commissioning_unmounted,false,imbalance,mild,2000,imbalance-mild_horizontal_no_load_2000rpm,2884534,1995,301,1059,1437,3,16,228062,9,479,78,0,2,,,,,,,,,,
