unix_time,cmd_rpm,measured_rpm,i_dc_mv
1785368516.232,2400,2310,1858
1785368516.434,2400,2309,1859
1785368516.434,2400,2311,1858
1785368516.637,2400,2309,1858
1785368516.637,2400,2307,1858
1785368516.841,2400,2309,1858
1785368516.841,2400,2311,1859
1785368517.043,2400,2309,1859
1785368517.043,2400,2306,1859
1785368517.244,2400,2310,1859
1785368517.244,2400,2311,1859
1785368517.447,2400,2309,1859
1785368517.447,2400,2311,1860
1785368517.649,2400,2310,1860
1785368517.649,2400,2308,1860
1785368517.851,2400,2309,1859
1785368517.851,2400,2310,1859
1785368518.054,2400,2310,1859
1785368518.054,2400,2311,1859
1785368518.054,2400,2308,1859
1785368518.257,2400,2308,1859
1785368518.257,2400,2311,1859
1785368518.460,2400,2311,1859
1785368518.460,2400,2312,1859
1785368518.662,2400,2310,1859
1785368518.662,2400,2311,1859
1785368518.866,2400,2306,1859
1785368518.866,2400,2311,1859
1785368519.071,2400,2312,1859
1785368519.071,2400,2310,1859
1785368519.274,2400,2309,1859
1785368519.274,2400,2311,1859
1785368519.475,2400,2310,1858
1785368519.475,2400,2309,1858
1785368519.678,2400,2311,1858
1785368519.678,2400,2301,1859
1785368519.880,2400,2305,1859
1785368519.880,2400,2306,1860
1785368520.082,2400,2308,1860
1785368520.082,2400,2309,1860
1785368520.287,2400,2310,1860
1785368520.287,2400,2308,1860
1785368520.492,2400,2307,1860
1785368520.492,2400,2307,1860
1785368520.695,2400,2311,1860
1785368520.695,2400,2311,1860
1785368520.897,2400,2310,1860
1785368520.898,2400,2308,1860
1785368521.102,2400,2309,1860
1785368521.102,2400,2305,1860
1785368521.307,2400,2307,1860
1785368521.307,2400,2312,1860
1785368521.508,2400,2310,1860
1785368521.508,2400,2309,1860
1785368521.711,2400,2309,1860
1785368521.711,2400,2309,1860
1785368521.916,2400,2310,1860
1785368521.916,2400,2309,1860
1785368522.121,2400,2311,1860
1785368522.121,2400,2310,1860
1785368522.324,2400,2309,1860
1785368522.324,2400,2311,1860
1785368522.526,2400,2310,1860
1785368522.526,2400,2307,1860
1785368522.730,2400,2310,1860
1785368522.730,2400,2309,1860
1785368522.932,2400,2310,1860
1785368522.932,2400,2311,1860
1785368523.136,2400,2307,1860
1785368523.136,2400,2307,1860
1785368523.339,2400,2312,1860
1785368523.339,2400,2308,1860
1785368523.543,2400,2309,1860
1785368523.543,2400,2311,1860
1785368523.746,2400,2306,1860
1785368523.746,2400,2311,1860
1785368523.952,2400,2308,1860
1785368523.952,2400,2310,1860
1785368524.154,2400,2310,1860
1785368524.154,2400,2308,1860
1785368524.357,2400,2308,1860
1785368524.357,2400,2311,1860
