unix_time,cmd_rpm,measured_rpm,i_dc_mv
1785368613.755,0,0,1766
1785368613.962,0,0,1766
1785368613.962,0,0,1766
1785368614.167,0,0,1766
1785368614.167,0,0,1765
1785368614.370,0,0,1766
1785368614.370,0,0,1766
1785368614.573,0,0,1766
1785368614.573,0,0,1766
1785368614.777,0,0,1766
1785368614.777,0,0,1766
1785368614.979,0,0,1766
1785368614.979,0,0,1766
1785368615.181,0,0,1766
1785368615.181,0,0,1766
1785368615.383,0,0,1766
1785368615.383,0,0,1766
1785368615.586,0,0,1766
1785368615.587,0,0,1766
1785368615.789,0,0,1765
1785368615.789,0,0,1766
1785368615.993,0,0,1766
1785368615.993,0,0,1765
1785368616.196,0,0,1765
1785368616.196,0,0,1765
1785368616.396,0,0,1766
1785368616.396,0,0,1765
1785368616.600,0,0,1765
1785368616.600,0,0,1765
1785368616.803,0,0,1765
1785368616.803,0,0,1766
1785368617.007,0,0,1765
1785368617.007,0,0,1765
1785368617.210,0,0,1765
1785368617.210,0,0,1765
1785368617.412,0,0,1766
1785368617.412,0,0,1766
1785368617.617,0,0,1766
1785368617.617,0,0,1766
1785368617.822,0,0,1766
1785368617.822,0,0,1766
1785368618.025,0,0,1766
1785368618.025,0,0,1766
1785368618.228,0,0,1766
1785368618.228,0,0,1766
1785368618.431,0,0,1765
1785368618.432,0,0,1765
1785368618.636,0,0,1765
1785368618.636,0,0,1765
1785368618.838,0,0,1765
1785368618.838,0,0,1765
1785368619.041,0,0,1766
1785368619.041,0,0,1766
1785368619.243,0,0,1766
1785368619.243,0,0,1766
1785368619.448,0,0,1766
1785368619.448,0,0,1766
1785368619.651,0,0,1766
1785368619.651,0,0,1766
1785368619.854,0,0,1766
1785368619.854,0,0,1766
1785368620.059,0,0,1766
1785368620.059,0,0,1766
1785368620.262,0,0,1766
1785368620.262,0,0,1765
1785368620.464,0,0,1766
1785368620.464,0,0,1766
1785368620.668,0,0,1766
1785368620.668,0,0,1766
1785368620.872,0,0,1766
1785368620.872,0,0,1766
1785368620.872,0,0,1766
1785368621.076,0,0,1766
1785368621.076,0,0,1766
1785368621.280,0,0,1766
1785368621.280,0,0,1766
1785368621.481,0,0,1765
1785368621.481,0,0,1765
1785368621.685,0,0,1765
1785368621.685,0,0,1765
1785368621.889,0,0,1765
1785368621.889,0,0,1766
1785368622.094,0,0,1766
1785368622.094,0,0,1765
1785368622.294,0,0,1766
1785368622.294,0,0,1766
1785368622.497,0,0,1766
1785368622.497,0,0,1766
1785368622.701,0,0,1766
1785368622.701,0,0,1765
1785368622.905,0,0,1766
1785368622.905,0,0,1766
1785368623.107,0,0,1766
1785368623.107,0,0,1766
1785368623.311,0,0,1766
1785368623.311,0,0,1766
1785368623.511,0,0,1765
1785368623.511,0,0,1766
1785368623.714,0,0,1766
1785368623.714,0,0,1766
1785368623.916,0,0,1766
1785368623.916,0,0,1765
1785368624.118,0,0,1766
1785368624.118,0,0,1765
1785368624.321,0,0,1765
1785368624.321,0,0,1766
1785368624.524,0,0,1765
1785368624.524,0,0,1766
1785368624.726,0,0,1766
1785368624.726,0,0,1765
1785368624.931,0,0,1766
1785368624.931,0,0,1765
1785368625.134,0,0,1766
1785368625.134,0,0,1765
1785368625.339,0,0,1766
1785368625.339,0,0,1765
1785368625.542,0,0,1766
1785368625.542,0,0,1766
1785368625.744,0,0,1766
1785368625.744,0,0,1766
1785368625.945,0,0,1766
1785368625.945,0,0,1766
1785368626.150,0,0,1765
1785368626.150,0,0,1766
1785368626.352,0,0,1766
1785368626.352,0,0,1765
1785368626.554,0,0,1765
1785368626.554,0,0,1765
1785368626.758,0,0,1765
1785368626.758,0,0,1765
1785368626.959,0,0,1765
1785368626.959,0,0,1765
1785368627.162,0,0,1765
1785368627.162,0,0,1765
1785368627.364,0,0,1765
1785368627.364,0,0,1765
1785368627.567,0,0,1765
1785368627.567,0,0,1766
1785368627.769,0,0,1765
1785368627.769,0,0,1765
1785368627.970,0,0,1766
1785368627.970,0,0,1766
1785368628.174,0,0,1766
1785368628.174,0,0,1766
1785368628.380,0,0,1766
1785368628.380,0,0,1766
1785368628.583,0,0,1766
1785368628.583,0,0,1766
1785368628.786,0,0,1765
1785368628.787,0,0,1765
1785368628.989,0,0,1766
1785368628.989,0,0,1766
1785368629.193,0,0,1766
1785368629.193,0,0,1766
1785368629.397,0,0,1766
1785368629.397,0,0,1765
1785368629.598,0,0,1766
1785368629.598,0,0,1766
1785368629.801,0,0,1766
1785368629.801,0,0,1766
1785368629.801,0,0,1766
1785368630.005,0,0,1766
1785368630.005,0,0,1766
1785368630.210,0,0,1766
1785368630.210,0,0,1766
1785368630.411,0,0,1766
1785368630.411,0,0,1766
1785368630.613,0,0,1766
1785368630.613,0,0,1766
1785368630.818,0,0,1766
1785368630.818,0,0,1766
1785368631.020,1200,0,1766
1785368631.020,1200,0,1775
1785368631.222,1200,0,1783
1785368631.222,1200,531,1789
1785368631.425,1200,714,1800
1785368631.425,1200,1116,1806
1785368631.629,1200,1162,1811
1785368631.629,1200,1184,1814
1785368631.831,1200,1193,1816
1785368631.831,1200,1194,1818
1785368632.034,1200,1196,1818
1785368632.034,1200,1195,1819
1785368632.236,1200,1187,1819
1785368632.236,1200,1177,1819
1785368632.438,1200,1176,1819
1785368632.438,1200,1184,1819
1785368632.643,1200,1184,1819
1785368632.643,1200,1194,1820
1785368632.843,1200,1212,1820
1785368632.843,1200,1216,1820
1785368633.047,1200,1205,1820
1785368633.047,1200,1197,1820
1785368633.249,1200,1202,1820
1785368633.249,1200,1237,1821
1785368633.452,1200,1247,1821
1785368633.452,1200,1238,1821
1785368633.654,1200,1222,1821
1785368633.654,1200,1219,1821
1785368633.855,1200,1230,1821
1785368633.855,1200,1238,1821
1785368634.059,1200,1235,1821
1785368634.059,1200,1207,1820
1785368634.263,1200,1199,1820
1785368634.263,1200,1208,1821
1785368634.465,1200,1223,1821
1785368634.465,1200,1227,1822
1785368634.666,1200,1264,1822
1785368634.666,1200,1270,1822
1785368634.868,1200,1241,1822
1785368634.868,1200,1205,1821
1785368635.072,1200,1198,1821
1785368635.072,1200,1189,1820
1785368635.276,1200,1186,1820
1785368635.276,1200,1186,1820
1785368635.478,1200,1185,1820
1785368635.478,1200,1185,1820
1785368635.682,1200,1209,1820
1785368635.682,1200,1223,1821
1785368635.883,1200,1220,1821
1785368635.883,1200,1172,1820
1785368636.086,1200,1157,1819
1785368636.086,1200,1184,1820
1785368636.289,1200,1209,1821
1785368636.289,1200,1214,1821
1785368636.490,1200,1202,1820
1785368636.490,1200,1197,1820
1785368636.694,1200,1206,1821
1785368636.694,1200,1230,1821
1785368636.897,1200,1236,1821
1785368636.897,1200,1228,1821
1785368637.101,1200,1219,1821
1785368637.101,1200,1217,1822
1785368637.301,1200,1232,1822
1785368637.301,1200,1238,1821
1785368637.503,1200,1227,1821
1785368637.504,1200,1202,1821
1785368637.706,1200,1199,1820
1785368637.706,1200,1186,1820
1785368637.921,1200,1177,1820
1785368637.921,1200,1175,1820
1785368638.123,1200,1176,1820
1785368638.123,1200,1175,1820
1785368638.326,1200,1207,1821
1785368638.326,1200,1238,1821
1785368638.530,1200,1247,1821
1785368638.530,1200,1236,1821
1785368638.731,1200,1231,1821
1785368638.731,1200,1214,1820
1785368638.933,1200,1155,1819
1785368638.933,1200,1139,1819
1785368638.933,1200,1183,1820
1785368639.148,1200,1217,1821
1785368639.148,1200,1226,1821
1785368639.352,1200,1235,1821
1785368639.352,1200,1237,1821
1785368639.555,1200,1227,1821
1785368639.555,1200,1202,1821
1785368639.759,1200,1197,1821
1785368639.759,1200,1213,1821
1785368639.962,1200,1223,1821
1785368639.962,1200,1228,1821
1785368640.164,1200,1236,1822
1785368640.164,1200,1239,1821
1785368640.368,1200,1231,1821
1785368640.368,1200,1230,1821
1785368640.570,1200,1211,1820
1785368640.570,1200,1137,1819
1785368640.773,1200,1123,1819
1785368640.773,1200,1132,1819
1785368640.975,1200,1179,1820
1785368640.975,1200,1192,1819
1785368641.174,1200,1205,1820
1785368641.174,1200,1214,1820
1785368641.378,1200,1215,1820
1785368641.378,1200,1201,1820
1785368641.581,1200,1197,1820
1785368641.581,1200,1212,1821
1785368641.783,1200,1246,1821
1785368641.784,1200,1241,1821
1785368641.989,1200,1207,1821
1785368641.989,1200,1199,1820
1785368642.190,1200,1215,1821
1785368642.190,1200,1232,1821
1785368642.391,1200,1238,1821
1785368642.391,1200,1232,1821
1785368642.595,1200,1230,1821
1785368642.595,1200,1212,1821
1785368642.798,1200,1153,1819
1785368642.798,1200,1138,1819
1785368643.013,1200,1164,1820
1785368643.013,1200,1180,1820
1785368643.215,1200,1185,1820
1785368643.215,1200,1193,1820
1785368643.419,1200,1195,1820
1785368643.419,1200,1209,1820
1785368643.622,1200,1224,1821
1785368643.622,1200,1227,1821
1785368643.823,1200,1235,1821
1785368643.823,1200,1239,1821
1785368644.027,1200,1233,1821
1785368644.027,1200,1205,1821
1785368644.231,1200,1199,1820
1785368644.231,1200,1210,1820
1785368644.433,1200,1223,1821
1785368644.433,1200,1225,1821
1785368644.636,1200,1152,1819
1785368644.636,1200,1123,1819
1785368644.838,1200,1142,1819
1785368644.839,1200,1176,1819
1785368645.041,1200,1184,1820
1785368645.041,1200,1211,1820
1785368645.243,1200,1223,1820
1785368645.243,1200,1203,1820
1785368645.445,1200,1111,1819
1785368645.445,1200,1099,1818
1785368645.646,1200,1127,1819
1785368645.646,1200,1201,1820
1785368645.849,1200,1223,1820
1785368645.849,1200,1199,1820
1785368646.051,1200,1180,1820
1785368646.052,1200,1178,1820
1785368646.254,1200,1184,1820
1785368646.254,1200,1185,1820
1785368646.457,1200,1204,1820
1785368646.457,1200,1223,1821
1785368646.660,1200,1227,1820
1785368646.660,1200,1167,1819
1785368646.660,1200,1141,1819
1785368646.863,1200,1155,1820
1785368646.863,1200,1186,1820
1785368647.066,1200,1193,1820
1785368647.066,1200,1216,1821
1785368647.271,1200,1224,1821
1785368647.271,1200,1222,1820
1785368647.472,1200,1172,1820
1785368647.472,1200,1158,1820
1785368647.676,1200,1185,1820
1785368647.676,1200,1209,1820
1785368647.891,1200,1215,1820
1785368647.891,1200,1200,1820
1785368648.095,1200,1198,1820
1785368648.095,1200,1195,1820
1785368648.311,1200,1196,1820
1785368648.311,1200,1195,1820
1785368648.514,1200,1208,1821
1785368648.514,1200,1216,1821
1785368648.714,1200,1214,1820
1785368648.714,1200,1193,1820
1785368648.919,1200,1187,1820
1785368648.919,1200,1191,1820
1785368649.124,1200,1194,1820
1785368649.124,1200,1195,1820
1785368649.329,1200,1189,1820
1785368649.329,1200,1188,1820
1785368649.534,1200,1194,1821
1785368649.534,1200,1212,1821
1785368649.737,1200,1216,1821
1785368649.737,1200,1217,1820
1785368649.938,1200,1217,1820
1785368649.938,1200,1219,1821
1785368650.141,1200,1226,1821
1785368650.141,1200,1228,1821
1785368650.343,1200,1250,1822
1785368650.343,1200,1301,1823
1785368650.545,1200,1302,1823
1785368650.546,1200,1261,1822
1785368650.750,1200,1245,1822
1785368650.750,1200,1236,1822
1785368650.952,1200,1223,1821
1785368650.952,1200,1218,1821
1785368651.155,1200,1208,1820
1785368651.155,1200,1197,1820
1785368651.358,1200,1198,1821
1785368651.358,1200,1211,1821
1785368651.560,1200,1216,1820
1785368651.560,1200,1216,1821
1785368651.765,1200,1217,1821
1785368651.765,1200,1218,1821
1785368651.969,1200,1218,1820
1785368651.969,1200,1217,1820
1785368652.172,1200,1219,1821
1785368652.172,1200,1225,1821
1785368652.373,1200,1228,1821
1785368652.373,1200,1185,1819
1785368652.576,1200,1121,1818
1785368652.576,1200,1115,1818
1785368652.779,1200,1170,1819
1785368652.779,1200,1190,1820
1785368652.980,1200,1195,1820
1785368652.980,1200,1196,1820
1785368653.182,1200,1195,1820
1785368653.182,1200,1184,1819
1785368653.385,1200,1178,1820
1785368653.385,1200,1177,1820
1785368653.385,1200,1184,1820
1785368653.590,1200,1184,1820
1785368653.590,1200,1201,1820
1785368653.794,1200,1213,1821
1785368653.794,1200,1216,1821
1785368653.997,1200,1224,1821
1785368653.997,1200,1228,1821
1785368654.201,1200,1243,1822
1785368654.201,1200,1273,1822
1785368654.403,1200,1283,1822
1785368654.404,1200,1240,1821
1785368654.605,1200,1195,1820
1785368654.605,1200,1189,1821
1785368654.806,1200,1215,1821
1785368654.806,1200,1225,1821
1785368655.020,1200,1281,1822
1785368655.020,1200,1310,1823
1785368655.224,1200,1315,1823
1785368655.224,1200,1268,1822
1785368655.427,1200,1246,1822
1785368655.427,1200,1241,1822
1785368655.630,1200,1240,1822
1785368655.630,1200,1240,1821
1785368655.833,1200,1218,1821
1785368655.833,1200,1193,1820
1785368656.036,1200,1187,1820
1785368656.036,1200,1207,1821
1785368656.238,1200,1215,1820
1785368656.238,1200,1206,1820
1785368656.442,1200,1182,1819
1785368656.442,1200,1176,1820
1785368656.648,1200,1217,1821
1785368656.648,1200,1241,1821
1785368656.850,1200,1236,1821
1785368656.850,1200,1221,1821
1785368657.052,1200,1216,1821
1785368657.052,1200,1197,1820
1785368657.254,1200,1187,1820
1785368657.254,1200,1187,1820
1785368657.456,1200,1193,1820
1785368657.456,1200,1196,1820
1785368657.660,1200,1212,1820
1785368657.660,1200,1222,1820
1785368657.862,1200,1227,1821
1785368657.862,1200,1220,1820
1785368658.064,1200,1218,1821
1785368658.064,1200,1221,1821
1785368658.267,1200,1226,1821
1785368658.267,1200,1228,1821
1785368658.470,1200,1250,1822
1785368658.470,1200,1268,1822
1785368658.673,1200,1269,1822
1785368658.673,1200,1243,1822
1785368658.876,1200,1231,1821
1785368658.876,1200,1225,1822
1785368659.081,1200,1218,1821
1785368659.081,1200,1216,1821
1785368659.285,1200,1206,1820
1785368659.285,1200,1198,1820
1785368659.489,1200,1196,1820
1785368659.489,1200,1210,1820
1785368659.695,1200,1215,1821
1785368659.695,1200,1215,1821
1785368659.898,1200,1215,1821
1785368659.898,1200,1214,1820
1785368660.101,1200,1200,1821
1785368660.101,1200,1196,1820
1785368660.304,1200,1219,1821
1785368660.304,1200,1242,1821
1785368660.506,1200,1246,1821
1785368660.506,1200,1228,1821
1785368660.711,1200,1219,1821
1785368660.711,1200,1221,1821
1785368660.711,1200,1224,1821
1785368660.912,1200,1227,1821
1785368660.912,1200,1180,1820
1785368661.115,1200,1125,1819
1785368661.115,1200,1125,1819
1785368661.331,1200,1189,1820
1785368661.331,1200,1211,1820
1785368661.535,1200,1220,1821
1785368661.535,1200,1225,1821
1785368661.739,1200,1228,1821
1785368661.739,1200,1234,1821
1785368661.942,1200,1240,1821
1785368661.942,1200,1234,1821
1785368662.142,1200,1206,1820
1785368662.143,1200,1197,1820
1785368662.346,1200,1216,1821
1785368662.346,1200,1241,1821
1785368662.549,1200,1246,1821
1785368662.549,1200,1237,1821
1785368662.752,1200,1228,1821
1785368662.752,1200,1215,1820
1785368662.954,1200,1131,1819
1785368662.954,1200,1111,1819
1785368663.157,1200,1192,1820
1785368663.157,1200,1249,1821
1785368663.359,1200,1264,1821
1785368663.359,1200,1234,1821
1785368663.562,1200,1220,1821
1785368663.562,1200,1210,1821
1785368663.763,1200,1192,1820
1785368663.763,1200,1187,1821
1785368663.967,1200,1208,1821
1785368663.967,1200,1222,1821
1785368664.172,1200,1222,1820
1785368664.172,1200,1174,1820
1785368664.375,1200,1157,1820
1785368664.375,1200,1168,1820
1785368664.576,1200,1181,1820
1785368664.576,1200,1186,1820
1785368664.779,1200,1204,1820
1785368664.779,1200,1215,1820
1785368664.981,1200,1210,1820
1785368664.981,1200,1200,1821
1785368665.183,1200,1195,1820
1785368665.183,1200,1212,1821
1785368665.386,1200,1223,1821
1785368665.386,1200,1222,1820
1785368665.588,1200,1166,1819
1785368665.588,1200,1149,1819
1785368665.792,1200,1205,1821
1785368665.792,1200,1278,1822
1785368665.994,1200,1302,1822
1785368665.994,1200,1210,1821
1785368666.196,1200,1190,1820
1785368666.196,1200,1186,1820
1785368666.399,1200,1186,1820
1785368666.399,1200,1185,1820
1785368666.601,1200,1191,1820
1785368666.602,1200,1193,1820
1785368666.805,1200,1195,1820
1785368666.805,1200,1181,1820
1785368667.008,1200,1178,1820
1785368667.008,1200,1192,1820
1785368667.209,1200,1225,1821
1785368667.209,1200,1236,1821
1785368667.412,1200,1223,1820
1785368667.412,1200,1218,1821
1785368667.617,1200,1210,1820
1785368667.617,1200,1198,1820
1785368667.821,1200,1197,1820
1785368667.821,1200,1222,1821
1785368668.025,1200,1235,1821
1785368668.025,1200,1231,1821
1785368668.228,1200,1204,1820
1785368668.228,1200,1199,1820
1785368668.431,1200,1191,1820
1785368668.431,1200,1186,1820
1785368668.632,1200,1188,1820
1785368668.632,1200,1193,1820
1785368668.835,1200,1194,1820
1785368668.835,1200,1193,1820
1785368668.835,1200,1186,1820
1785368669.038,1200,1186,1820
1785368669.038,1200,1185,1820
1785368669.242,1200,1185,1820
1785368669.242,1200,1192,1820
1785368669.445,1200,1220,1821
1785368669.445,1200,1225,1821
1785368669.648,1200,1189,1820
1785368669.648,1200,1153,1820
1785368669.850,1200,1150,1819
1785368669.850,1200,1164,1819
1785368670.051,1200,1180,1820
1785368670.051,1200,1184,1820
1785368670.253,1200,1192,1820
1785368670.253,1200,1194,1820
1785368670.455,1200,1210,1820
1785368670.455,1200,1231,1821
1785368670.657,1200,1235,1821
1785368670.657,1200,1221,1821
1785368670.860,1200,1218,1820
1785368670.860,1200,1210,1820
1785368671.063,1200,1197,1820
1785368671.063,1200,1196,1820
1785368671.265,1200,1231,1821
1785368671.265,1200,1247,1821
1785368671.469,1200,1243,1821
1785368671.469,1200,1223,1821
1785368671.672,1200,1221,1821
1785368671.672,1200,1207,1821
1785368671.874,1200,1198,1820
1785368671.874,1200,1199,1820
1785368672.077,1200,1232,1821
1785368672.077,1200,1246,1821
1785368672.280,1200,1241,1821
1785368672.280,1200,1224,1821
1785368672.482,1200,1218,1821
1785368672.482,1200,1224,1821
1785368672.684,1200,1226,1821
1785368672.684,1200,1228,1821
1785368672.886,1200,1275,1822
1785368672.886,1200,1284,1822
1785368673.088,1200,1257,1822
1785368673.088,1200,1233,1821
1785368673.292,1200,1230,1821
1785368673.292,1200,1227,1821
1785368673.495,1200,1229,1821
1785368673.495,1200,1207,1820
1785368673.696,1200,1150,1820
1785368673.697,1200,1140,1819
1785368673.901,1200,1165,1820
1785368673.901,1200,1181,1820
1785368674.105,1200,1192,1820
1785368674.105,1200,1218,1820
1785368674.307,1200,1226,1820
1785368674.307,1200,1247,1821
1785368674.511,1200,1266,1821
1785368674.511,1200,1273,1822
1785368674.713,1200,1227,1821
1785368674.713,1200,1200,1821
1785368674.915,1200,1198,1821
1785368674.915,1200,1222,1821
1785368675.118,1200,1227,1821
1785368675.118,1200,1198,1820
1785368675.323,1200,1163,1820
1785368675.323,1200,1160,1820
1785368675.523,1200,1199,1820
1785368675.523,1200,1212,1820
1785368675.726,1200,1217,1820
1785368675.726,1200,1217,1820
1785368675.928,1200,1216,1820
1785368675.928,1200,1214,1821
1785368676.132,2400,1219,1821
1785368676.132,2400,1224,1821
1785368676.335,2400,1314,1823
1785368676.335,2400,1329,1824
1785368676.539,2400,1603,1833
1785368676.539,2400,2001,1842
1785368676.743,2400,2141,1848
1785368676.743,2400,2234,1852
1785368676.946,2400,2277,1855
1785368676.946,2400,2295,1856
1785368677.148,2400,2303,1857
1785368677.148,2400,2306,1858
1785368677.350,2400,2306,1858
1785368677.350,2400,2309,1859
1785368677.554,2400,2307,1859
1785368677.554,2400,2306,1859
1785368677.756,2400,2310,1860
1785368677.756,2400,2306,1860
1785368677.960,2400,2313,1860
1785368677.960,2400,2309,1860
1785368678.162,2400,2310,1860
1785368678.162,2400,2310,1860
1785368678.363,2400,2309,1860
1785368678.363,2400,2306,1860
1785368678.566,2400,2312,1860
1785368678.566,2400,2307,1860
1785368678.769,2400,2307,1860
1785368678.769,2400,2311,1859
1785368678.769,2400,2311,1860
