iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,i_dc_mv,adc_vref_raw,adc_pc0_mv,accel_rms_mg,accel_pk_mg,temp_mv,sensor_status,i_dc_peak_mv,i_dc_min_mv,i_adc_raw_sum,i_adc_raw_count,i_adc_raw_min,i_adc_raw_max,i_adc_ema_q8,vref_adc_raw_sum,vref_adc_raw_count,vref_adc_ema_q8,vref_factory_cal_raw,frame_seq,pwm_ticks,i_adc_window_start_us,i_adc_window_end_us,i_adc_fail_count,vref_window_start_us,vref_window_end_us,i_adc_raw_sumsq,vref_adc_raw_sumsq,i_dc_a,i_dc_zero_mv,i_dc_peak_a,i_dc_min_a,i_dc_a_signed,temp_motor_c,temp_motor_f,temp_ambient_c,i_u_a,i_v_a,i_w_a,modbus_rpm,modbus_fault
2026-07-30T19:05:45.729569+00:00,S010,mounted,true,healthy,none,900,healthy_horizontal_no_load_0900rpm,3685550,913,253,2368,3061,5,0,440137,9,162,72,1,2,1657,1494,1219,63,129,1661,16383,1662,1651,1643024,800,2019,2083,525865,11951,8,382538,1496,36803,390,3685452354,3685551454,0,3685551468,3685551983,3374462984,17853303,0.0758,1651.0,0.08259517103171232,-0.02409096000334765,0.0758,24.67,76.4,,,,,,
2026-07-30T19:05:45.853949+00:00,S010,mounted,true,healthy,none,900,healthy_horizontal_no_load_0900rpm,3685650,926,254,2335,3021,4,0,440174,9,162,72,2,1,1657,1494,1216,61,124,1666,16383,1662,1650,1642693,800,2011,2182,525829,11955,8,382539,1496,36804,390,3685552390,3685651512,0,3685651521,3685652036,3373119475,17865257,0.0758,1651.0,0.24640827277289823,-0.03854835859473038,0.0758,24.52,76.1,,,,,,
2026-07-30T19:05:45.932302+00:00,S010,mounted,true,healthy,none,900,healthy_horizontal_no_load_0900rpm,3685751,928,255,2326,3015,6,0,440211,9,162,72,1,1,1657,1494,1235,61,124,1668,16383,1660,1653,1642763,800,2026,2173,525826,11951,8,382533,1496,36805,390,3685652442,3685751532,0,3685751542,3685752057,3373401147,17853303,0.0758,1651.0,0.23262254279976569,-0.01242216442138755,0.0758,24.45,76.0,,,,,,
2026-07-30T19:05:46.026448+00:00,S010,mounted,true,healthy,none,900,healthy_horizontal_no_load_0900rpm,3685851,903,254,2411,3115,6,0,440247,9,162,72,17,0,1657,1495,1241,62,123,1666,16383,1660,1653,1642921,800,2021,2077,525837,11956,8,382536,1496,36806,390,3685752463,3685851583,0,3685851592,3685852107,3374038685,17868246,0.0758,1651.0,0.07114541284710585,-0.022165912679826594,0.0758,24.52,76.1,,,,,,
2026-07-30T19:05:46.120995+00:00,S010,mounted,true,healthy,none,900,healthy_horizontal_no_load_0900rpm,3685951,900,253,2404,3107,6,0,440283,9,162,72,2,1,1657,1494,1229,62,123,1667,16383,1662,1652,1642875,800,2013,2091,525841,11954,8,382536,1496,36807,390,3685852512,3685951626,0,3685951635,3685952150,3373853759,17862268,0.0758,1651.0,0.09505617517149068,-0.034934916011377215,0.0758,24.48,76.1,,,,,,
2026-07-30T19:05:46.263145+00:00,S010,mounted,true,healthy,none,900,healthy_horizontal_no_load_0900rpm,3686051,899,251,2398,3098,6,0,440319,9,162,72,3,3,1657,1494,1214,63,127,1667,16383,1661,1651,1642902,800,1955,2077,525874,11955,8,382537,1496,36808,390,3685952556,3686051677,0,3686051686,3686052201,3373972940,17865257,0.0758,1651.0,0.07143490263488061,-0.13186748933500647,0.0758,24.48,76.1,,,,,,
2026-07-30T19:05:46.357295+00:00,S010,mounted,true,healthy,none,900,healthy_horizontal_no_load_0900rpm,3686151,941,290,2292,3062,3,0,440357,9,162,74,15,6,1657,1494,1221,65,125,1665,16383,1663,1652,1643240,800,2027,2167,525905,11955,8,382538,1496,36809,390,3686052612,3686151716,0,3686151726,3686152241,3375373940,17865257,0.0758,1651.0,0.22141207703889565,-0.011885749811794355,0.0758,24.55,76.2,,,,,,
2026-07-30T19:05:46.452803+00:00,S010,mounted,true,healthy,none,900,healthy_horizontal_no_load_0900rpm,3686251,941,254,2301,2978,5,0,440395,9,162,71,1,1,1657,1494,1226,65,125,1663,16383,1661,1649,1659244,808,2027,2081,525878,11953,8,382536,1496,36810,390,3686152648,3686252351,0,3686252424,3686252940,3407336980,17859281,0.0758,1651.0,0.07868079503053593,-0.01132056630134759,0.0758,24.61,76.3,,,,,,
2026-07-30T19:05:46.546696+00:00,S010,mounted,true,healthy,none,900,healthy_horizontal_no_load_0900rpm,3686351,940,254,2289,2965,4,0,440432,9,162,72,4,2,1657,1495,1240,63,121,1665,16383,1660,1652,1643058,800,2021,2087,525905,11958,8,382543,1496,36811,390,3686253346,3686352406,0,3686352480,3686352995,3374596354,17874222,0.0758,1651.0,0.08722652834922195,-0.022729140491721367,0.0758,24.55,76.2,,,,,,
2026-07-30T19:05:46.640923+00:00,S010,mounted,true,healthy,none,900,healthy_horizontal_no_load_0900rpm,3686451,928,254,2327,3012,6,0,440469,9,162,72,4,2,1657,1494,1219,60,117,1667,16383,1660,1652,1643354,800,2007,2263,525932,11953,8,382541,1496,36812,390,3686353400,3686452464,0,3686452538,3686453052,3375867348,17859279,0.0758,1651.0,0.38201871655651276,-0.044654403831674294,0.0758,24.48,76.1,,,,,,
