iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-20T13:17:16.663427+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,28300,800,252,2699,3487,4,0,5936,9,0,,,,,,,,,,
2026-06-20T13:17:16.755665+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,28400,800,268,2679,3518,2,0,5968,9,0,,,,,,,,,,
2026-06-20T13:17:16.865720+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,28500,799,261,2694,3510,1,0,6000,9,0,,,,,,,,,,
2026-06-20T13:17:16.975615+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,28600,799,256,2704,3507,4,0,6032,9,0,,,,,,,,,,
2026-06-20T13:17:17.069404+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,28700,800,249,2706,3485,2,0,6064,9,0,,,,,,,,,,
2026-06-20T13:17:17.161724+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,28800,799,261,2689,3506,1,0,6096,9,0,,,,,,,,,,
2026-06-20T13:17:17.258150+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,28900,801,263,2678,3500,4,0,6128,9,0,,,,,,,,,,
2026-06-20T13:17:17.351027+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,29000,800,256,2690,3492,2,0,6160,9,0,,,,,,,,,,
2026-06-20T13:17:17.444867+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,29100,799,255,2704,3503,1,0,6192,9,0,,,,,,,,,,
2026-06-20T13:17:17.539371+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,29200,800,257,2699,3502,4,0,6224,9,0,,,,,,,,,,
2026-06-20T13:17:17.633220+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,29300,800,253,2695,3487,2,0,6256,9,0,,,,,,,,,,
2026-06-20T13:17:17.772769+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,29400,801,260,2681,3494,1,0,6288,9,0,,,,,,,,,,
2026-06-20T13:17:17.865729+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,29500,800,262,2679,3497,4,0,6320,9,0,,,,,,,,,,
2026-06-20T13:17:17.989629+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,29600,799,258,2699,3508,2,0,6352,9,0,,,,,,,,,,
2026-06-20T13:17:18.036062+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,29700,800,252,2711,3499,1,0,6384,9,0,,,,,,,,,,
2026-06-20T13:17:18.128832+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,29800,800,257,2695,3498,4,0,6416,9,0,,,,,,,,,,
2026-06-20T13:17:18.269989+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,29900,800,251,2697,3482,2,0,6448,9,0,,,,,,,,,,
2026-06-20T13:17:18.363917+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,30000,799,255,2699,3497,1,0,6480,9,0,,,,,,,,,,
2026-06-20T13:17:18.457171+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,30100,801,261,2686,3501,4,0,6512,9,0,,,,,,,,,,
2026-06-20T13:17:18.551403+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,30200,798,253,2704,3498,2,0,6544,9,0,,,,,,,,,,
2026-06-20T13:17:18.644631+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,30300,799,251,2708,3494,1,0,6576,9,0,,,,,,,,,,
2026-06-20T13:17:18.738291+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,30400,800,252,2698,3485,4,0,6608,9,0,,,,,,,,,,
2026-06-20T13:17:18.831926+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,30500,801,265,2670,3499,2,0,6640,9,0,,,,,,,,,,
2026-06-20T13:17:18.926338+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,30600,801,262,2691,3509,1,0,6672,9,0,,,,,,,,,,
2026-06-20T13:17:19.066212+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,30700,800,257,2702,3506,4,0,6704,9,0,,,,,,,,,,
2026-06-20T13:17:19.158654+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,30800,800,262,2694,3515,3,0,6737,9,0,,,,,,,,,,
2026-06-20T13:17:19.252144+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,30900,801,250,2702,3482,5,0,6769,9,0,,,,,,,,,,
2026-06-20T13:17:19.344713+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,31000,801,265,2668,3497,6,0,6801,9,0,,,,,,,,,,
2026-06-20T13:17:19.438747+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,31100,800,258,2681,3489,3,0,6833,9,0,,,,,,,,,,
2026-06-20T13:17:19.530639+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,31200,801,261,2684,3499,5,0,6865,9,0,,,,,,,,,,
2026-06-20T13:17:19.623156+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,31300,800,268,2675,3513,6,0,6897,9,0,,,,,,,,,,
2026-06-20T13:17:19.764864+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,31400,800,256,2692,3494,3,0,6929,9,0,,,,,,,,,,
2026-06-20T13:17:19.857875+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,31500,801,249,2708,3487,5,0,6961,9,0,,,,,,,,,,
2026-06-20T13:17:19.950954+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,31600,800,262,2681,3502,6,0,6993,9,0,,,,,,,,,,
2026-06-20T13:17:20.044402+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,31700,801,258,2682,3489,3,0,7025,9,0,,,,,,,,,,
2026-06-20T13:17:20.138716+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,31800,801,262,2681,3501,5,0,7057,9,0,,,,,,,,,,
2026-06-20T13:17:20.233037+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,31900,799,252,2711,3499,6,0,7089,9,0,,,,,,,,,,
2026-06-20T13:17:20.326608+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,32000,799,253,2711,3502,3,0,7121,9,0,,,,,,,,,,
2026-06-20T13:17:20.466729+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,32100,800,249,2706,3486,5,0,7153,9,0,,,,,,,,,,
2026-06-20T13:17:20.560227+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,32200,801,267,2668,3501,6,0,7185,9,0,,,,,,,,,,
2026-06-20T13:17:20.654456+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,32300,800,256,2690,3491,3,0,7217,9,0,,,,,,,,,,
2026-06-20T13:17:20.747256+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,32400,799,254,2704,3499,5,0,7249,9,0,,,,,,,,,,
2026-06-20T13:17:20.840191+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,32500,799,256,2700,3501,6,0,7281,9,0,,,,,,,,,,
2026-06-20T13:17:20.934092+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,32600,800,253,2702,3494,3,0,7313,9,0,,,,,,,,,,
2026-06-20T13:17:21.027499+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,32700,801,255,2681,3477,5,0,7345,9,0,,,,,,,,,,
2026-06-20T13:17:21.121319+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,32800,801,258,2688,3493,6,0,7377,9,0,,,,,,,,,,
2026-06-20T13:17:21.258711+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,32900,800,268,2672,3511,3,0,7409,9,0,,,,,,,,,,
2026-06-20T13:17:21.353028+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,33000,799,262,2694,3515,5,0,7441,9,0,,,,,,,,,,
2026-06-20T13:17:21.445724+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,33100,798,252,2706,3497,6,0,7473,9,0,,,,,,,,,,
2026-06-20T13:17:21.538586+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,33200,799,254,2704,3499,3,0,7505,9,0,,,,,,,,,,
2026-06-20T13:17:21.632920+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,33300,801,258,2685,3492,5,0,7537,9,0,,,,,,,,,,
2026-06-20T13:17:21.727318+00:00,S008,commissioning_unmounted,false,healthy,none,800,healthy_horizontal_no_load_800rpm,33400,802,265,2666,3494,6,0,7569,9,0,,,,,,,,,,
