iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-20T13:18:10.403494+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,82201,1992,295,1067,1437,2,0,34138,9,0,,,,,,,,,,
2026-06-20T13:18:10.496988+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,82301,1993,293,1069,1437,1,0,34218,9,0,,,,,,,,,,
2026-06-20T13:18:10.584733+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,82401,1994,300,1060,1437,5,0,34297,9,0,,,,,,,,,,
2026-06-20T13:18:10.683623+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,82501,1993,299,1058,1434,6,0,34377,9,0,,,,,,,,,,
2026-06-20T13:18:10.777917+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,82601,1993,301,1059,1437,3,0,34457,9,0,,,,,,,,,,
2026-06-20T13:18:10.871679+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,82701,1994,292,1064,1430,5,0,34537,9,0,,,,,,,,,,
2026-06-20T13:18:10.964726+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,82801,1995,294,1063,1432,4,0,34616,9,0,,,,,,,,,,
2026-06-20T13:18:11.104654+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,82901,1994,298,1063,1437,2,0,34696,9,0,,,,,,,,,,
2026-06-20T13:18:11.198189+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,83001,1992,299,1059,1435,1,0,34776,9,0,,,,,,,,,,
2026-06-20T13:18:11.290302+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,83101,1995,293,1066,1433,4,0,34856,9,0,,,,,,,,,,
2026-06-20T13:18:11.385072+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,83201,1996,299,1059,1434,6,0,34935,9,0,,,,,,,,,,
2026-06-20T13:18:11.479473+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,83301,1995,305,1055,1437,3,0,35015,9,0,,,,,,,,,,
2026-06-20T13:18:11.573851+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,83401,1995,301,1058,1435,5,0,35095,9,0,,,,,,,,,,
2026-06-20T13:18:11.668327+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,83501,1993,299,1059,1435,6,0,35175,9,0,,,,,,,,,,
2026-06-20T13:18:11.761482+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,83601,1996,293,1064,1431,3,0,35255,9,0,,,,,,,,,,
2026-06-20T13:18:11.903032+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,83701,1996,290,1066,1430,1,0,35334,9,0,,,,,,,,,,
2026-06-20T13:18:11.997166+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,83801,1995,294,1061,1430,4,0,35414,9,0,,,,,,,,,,
2026-06-20T13:18:12.091222+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,83901,1993,303,1057,1437,2,0,35494,9,0,,,,,,,,,,
2026-06-20T13:18:12.185354+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,84001,1996,297,1059,1432,1,0,35574,9,0,,,,,,,,,,
2026-06-20T13:18:12.280871+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,84101,1994,296,1060,1432,4,0,35654,9,0,,,,,,,,,,
2026-06-20T13:18:12.375420+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,84201,1996,291,1067,1432,6,0,35733,9,0,,,,,,,,,,
2026-06-20T13:18:12.469114+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,84301,1995,290,1064,1428,3,0,35813,9,0,,,,,,,,,,
2026-06-20T13:18:12.563095+00:00,S012,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,84401,1994,294,1069,1438,5,0,35893,9,0,,,,,,,,,,
