iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-21T02:25:27.103200+00:00,S025,commissioning_unmounted,false,imbalance,mild,1700,imbalance-mild_horizontal_no_load_1700rpm,2662448,1695,293,1251,1683,1,31,458862,9,526,77,0,2,,,,,,,,,,
2026-06-21T02:25:27.192842+00:00,S025,commissioning_unmounted,false,imbalance,mild,1700,imbalance-mild_horizontal_no_load_1700rpm,2662548,1696,287,1256,1679,4,31,458930,9,526,76,0,2,,,,,,,,,,
2026-06-21T02:25:27.287236+00:00,S025,commissioning_unmounted,false,imbalance,mild,1700,imbalance-mild_horizontal_no_load_1700rpm,2662648,1695,286,1259,1681,2,31,458998,9,526,76,0,2,,,,,,,,,,
2026-06-21T02:25:27.380179+00:00,S025,commissioning_unmounted,false,imbalance,mild,1700,imbalance-mild_horizontal_no_load_1700rpm,2662748,1695,292,1253,1684,1,31,459066,9,526,77,0,3,,,,,,,,,,
2026-06-21T02:25:27.473828+00:00,S025,commissioning_unmounted,false,imbalance,mild,1700,imbalance-mild_horizontal_no_load_1700rpm,2662848,1695,294,1250,1684,4,31,459134,9,526,77,0,2,,,,,,,,,,
2026-06-21T02:25:27.568089+00:00,S025,commissioning_unmounted,false,imbalance,mild,1700,imbalance-mild_horizontal_no_load_1700rpm,2662948,1697,289,1253,1679,2,31,459202,9,526,76,0,1,,,,,,,,,,
2026-06-21T02:25:27.659754+00:00,S025,commissioning_unmounted,false,imbalance,mild,1700,imbalance-mild_horizontal_no_load_1700rpm,2663048,1693,291,1254,1684,3,31,459269,9,526,77,0,2,,,,,,,,,,
2026-06-21T02:25:27.800770+00:00,S025,commissioning_unmounted,false,imbalance,mild,1700,imbalance-mild_horizontal_no_load_1700rpm,2663148,1695,284,1261,1681,5,31,459337,9,526,77,0,3,,,,,,,,,,
2026-06-21T02:25:27.895703+00:00,S025,commissioning_unmounted,false,imbalance,mild,1700,imbalance-mild_horizontal_no_load_1700rpm,2663248,1694,294,1250,1684,6,31,459405,9,526,77,0,3,,,,,,,,,,
2026-06-21T02:25:27.989368+00:00,S025,commissioning_unmounted,false,imbalance,mild,1700,imbalance-mild_horizontal_no_load_1700rpm,2663348,1697,288,1256,1681,3,31,459473,9,526,76,0,2,,,,,,,,,,
2026-06-21T02:25:28.083633+00:00,S025,commissioning_unmounted,false,imbalance,mild,1700,imbalance-mild_horizontal_no_load_1700rpm,2663448,1691,285,1259,1681,1,31,459540,9,526,76,0,2,,,,,,,,,,
