iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-20T13:07:59.496271+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,330904,1994,300,1059,1435,3,0,190872,9,0,,,,,,,,,,
2026-06-20T13:07:59.588715+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,331004,1995,285,1069,1427,5,0,190952,9,0,,,,,,,,,,
2026-06-20T13:07:59.680995+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,331104,1994,301,1058,1436,6,0,191032,9,0,,,,,,,,,,
2026-06-20T13:07:59.775873+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,331204,1995,296,1064,1435,3,0,191112,9,0,,,,,,,,,,
2026-06-20T13:07:59.917705+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,331304,1994,293,1067,1435,1,0,191191,9,0,,,,,,,,,,
2026-06-20T13:08:00.010417+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,331404,1995,293,1062,1429,4,0,191271,9,0,,,,,,,,,,
2026-06-20T13:08:00.102258+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,331504,1993,303,1059,1439,2,0,191351,9,0,,,,,,,,,,
2026-06-20T13:08:00.194660+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,331604,1996,304,1055,1436,1,0,191431,9,0,,,,,,,,,,
2026-06-20T13:08:00.287430+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,331704,1996,300,1059,1435,4,0,191511,9,0,,,,,,,,,,
2026-06-20T13:08:00.395600+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,331804,1993,304,1057,1439,6,0,191590,9,0,,,,,,,,,,
2026-06-20T13:08:00.488318+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,331904,1993,290,1068,1432,3,0,191670,9,0,,,,,,,,,,
2026-06-20T13:08:00.581946+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,332004,1995,300,1057,1433,5,0,191750,9,0,,,,,,,,,,
2026-06-20T13:08:00.674547+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,332104,1997,298,1059,1433,6,0,191830,9,0,,,,,,,,,,
2026-06-20T13:08:00.815602+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,332204,1995,300,1058,1435,3,0,191910,9,0,,,,,,,,,,
2026-06-20T13:08:00.907770+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,332304,1993,295,1064,1434,1,0,191989,9,0,,,,,,,,,,
2026-06-20T13:08:01.002677+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,332404,1993,301,1059,1437,4,0,192069,9,0,,,,,,,,,,
2026-06-20T13:08:01.097672+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,332504,1995,290,1066,1430,2,0,192149,9,0,,,,,,,,,,
2026-06-20T13:08:01.189738+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,332604,1997,302,1056,1435,1,0,192229,9,0,,,,,,,,,,
2026-06-20T13:08:01.282125+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,332704,1994,304,1057,1439,4,0,192309,9,0,,,,,,,,,,
2026-06-20T13:08:01.376039+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,332804,1993,296,1064,1435,6,0,192388,9,0,,,,,,,,,,
2026-06-20T13:08:01.515620+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,332904,1995,300,1058,1434,3,0,192468,9,0,,,,,,,,,,
2026-06-20T13:08:01.610123+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,333004,1994,293,1066,1434,5,0,192548,9,0,,,,,,,,,,
2026-06-20T13:08:01.702929+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,333104,1992,290,1066,1430,6,0,192628,9,0,,,,,,,,,,
2026-06-20T13:08:01.796108+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,333204,1995,295,1065,1435,3,0,192708,9,0,,,,,,,,,,
2026-06-20T13:08:01.887678+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,333304,1994,296,1064,1436,1,0,192787,9,0,,,,,,,,,,
2026-06-20T13:08:01.981944+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,333404,1993,288,1067,1429,4,0,192867,9,0,,,,,,,,,,
2026-06-20T13:08:02.076122+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,333504,1993,289,1069,1432,2,0,192947,9,0,,,,,,,,,,
2026-06-20T13:08:02.169656+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,333604,1994,301,1059,1437,3,0,193026,9,0,,,,,,,,,,
2026-06-20T13:08:02.310292+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,333704,1994,301,1057,1435,5,0,193106,9,0,,,,,,,,,,
2026-06-20T13:08:02.403758+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,333804,1994,301,1059,1437,6,0,193186,9,0,,,,,,,,,,
2026-06-20T13:08:02.497700+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,333904,1996,301,1057,1435,3,0,193266,9,0,,,,,,,,,,
2026-06-20T13:08:02.591596+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,334004,1995,294,1067,1436,5,0,193346,9,0,,,,,,,,,,
2026-06-20T13:08:02.684183+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,334104,1992,297,1061,1434,6,0,193426,9,0,,,,,,,,,,
2026-06-20T13:08:02.777417+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,334204,1994,301,1058,1436,2,0,193505,9,0,,,,,,,,,,
2026-06-20T13:08:02.871602+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,334304,1996,302,1057,1436,1,0,193585,9,0,,,,,,,,,,
2026-06-20T13:08:03.011457+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,334404,1995,300,1057,1434,4,0,193665,9,0,,,,,,,,,,
2026-06-20T13:08:03.103960+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,334504,1993,300,1059,1435,2,0,193745,9,0,,,,,,,,,,
2026-06-20T13:08:03.198772+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,334604,1995,301,1059,1437,3,0,193824,9,0,,,,,,,,,,
2026-06-20T13:08:03.292101+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,334704,1995,299,1060,1435,5,0,193904,9,0,,,,,,,,,,
2026-06-20T13:08:03.384725+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,334804,1994,296,1058,1430,6,0,193984,9,0,,,,,,,,,,
2026-06-20T13:08:03.477611+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,334904,1993,301,1059,1437,3,0,194064,9,0,,,,,,,,,,
2026-06-20T13:08:03.571058+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,335004,1995,287,1068,1428,5,0,194144,9,0,,,,,,,,,,
2026-06-20T13:08:03.665962+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,335104,1996,301,1059,1436,4,0,194223,9,0,,,,,,,,,,
2026-06-20T13:08:03.804454+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,335204,1995,297,1062,1434,2,0,194303,9,0,,,,,,,,,,
2026-06-20T13:08:03.899392+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,335304,1993,303,1057,1437,1,0,194383,9,0,,,,,,,,,,
2026-06-20T13:08:03.992995+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,335404,1996,292,1065,1431,4,0,194463,9,0,,,,,,,,,,
2026-06-20T13:08:04.086721+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,335504,1993,301,1059,1437,2,0,194543,9,0,,,,,,,,,,
2026-06-20T13:08:04.180155+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,335604,1994,300,1059,1435,3,0,194622,9,0,,,,,,,,,,
2026-06-20T13:08:04.272898+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,335704,1995,300,1058,1434,5,0,194702,9,0,,,,,,,,,,
2026-06-20T13:08:04.366721+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,335804,1996,303,1056,1436,6,0,194782,9,0,,,,,,,,,,
2026-06-20T13:08:04.460946+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,335904,1992,304,1057,1439,3,0,194862,9,0,,,,,,,,,,
2026-06-20T13:08:04.614181+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,336004,1994,301,1059,1437,5,0,194942,9,0,,,,,,,,,,
2026-06-20T13:08:04.661035+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,336104,1994,302,1057,1436,4,0,195021,9,0,,,,,,,,,,
2026-06-20T13:08:04.803181+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,336204,1996,293,1066,1433,2,0,195101,9,0,,,,,,,,,,
2026-06-20T13:08:04.898009+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,336304,1994,301,1057,1435,1,0,195181,9,0,,,,,,,,,,
2026-06-20T13:08:04.991777+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,336404,1993,295,1064,1435,4,0,195261,9,0,,,,,,,,,,
2026-06-20T13:08:05.085079+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,336504,1993,299,1062,1437,2,0,195341,9,0,,,,,,,,,,
2026-06-20T13:08:05.178791+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,336604,1994,291,1068,1433,3,0,195420,9,0,,,,,,,,,,
2026-06-20T13:08:05.272303+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,336704,1993,301,1059,1437,5,0,195500,9,0,,,,,,,,,,
2026-06-20T13:08:05.365477+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,336804,1995,303,1057,1437,6,0,195580,9,0,,,,,,,,,,
2026-06-20T13:08:05.473331+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,336904,1995,303,1057,1437,3,0,195660,9,0,,,,,,,,,,
2026-06-20T13:08:05.566963+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,337004,1995,299,1059,1434,1,0,195739,9,0,,,,,,,,,,
2026-06-20T13:08:05.659732+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,337104,1993,301,1059,1437,4,0,195819,9,0,,,,,,,,,,
2026-06-20T13:08:05.799205+00:00,S004,commissioning_unmounted,false,healthy,none,2000,healthy_horizontal_no_load_2000rpm,337204,1992,299,1061,1437,2,0,195899,9,0,,,,,,,,,,
