iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,i_dc_mv,adc_vref_raw,adc_pc0_mv,accel_rms_mg,accel_pk_mg,temp_mv,sensor_status,i_dc_peak_mv,i_dc_min_mv,i_adc_raw_sum,i_adc_raw_count,i_adc_raw_min,i_adc_raw_max,i_adc_ema_q8,vref_adc_raw_sum,vref_adc_raw_count,vref_adc_ema_q8,vref_factory_cal_raw,frame_seq,pwm_ticks,i_adc_window_start_us,i_adc_window_end_us,i_adc_fail_count,vref_window_start_us,vref_window_end_us,i_adc_raw_sumsq,vref_adc_raw_sumsq,i_dc_a,i_dc_zero_mv,i_dc_peak_a,i_dc_min_a,i_dc_a_signed,temp_motor_c,temp_motor_f,temp_ambient_c,i_u_a,i_v_a,i_w_a,modbus_rpm,modbus_fault
2026-07-30T18:45:43.310044+00:00,S001,mounted,true,healthy,none,300,healthy_horizontal_no_load_0300rpm,2485868,304,276,7035,9302,1,0,209228,9,87,77,26,7,1655,1494,1243,62,129,1685,16383,1663,1650,1639566,800,2001,2131,525034,11955,8,382546,1496,24823,130,2485769652,2485868699,0,2485868773,2485869288,3360284042,17865255,0.0682,1651.0,0.16142120727728937,-0.05521248908406573,0.0682,23.94,75.1,,,,,,
2026-07-30T18:45:43.405001+00:00,S001,mounted,true,healthy,none,300,healthy_horizontal_no_load_0300rpm,2485968,304,276,7035,9302,1,0,209240,9,87,77,26,7,1655,1495,1217,62,123,1685,16383,1660,1648,1656749,808,2015,2132,525050,11957,8,382550,1496,24824,130,2485869694,2485969348,0,2485969357,2485969872,3397105883,17871233,0.0682,1651.0,0.1624933587856483,-0.032444356025759014,0.0682,23.94,75.1,,,,,,
2026-07-30T18:45:43.545731+00:00,S001,mounted,true,healthy,none,300,healthy_horizontal_no_load_0300rpm,2486068,300,283,7016,9369,1,0,209252,9,87,72,16,1,1655,1495,1221,63,133,1692,16383,1659,1647,1640111,800,1869,2073,525038,11956,8,382552,1496,24825,130,2485970278,2486069385,0,2486069394,2486069909,3362538251,17868244,0.0682,1651.0,0.06448031816661048,-0.2754395105386416,0.0682,23.73,74.7,,,,,,
2026-07-30T18:45:43.639625+00:00,S001,mounted,true,healthy,none,300,healthy_horizontal_no_load_0300rpm,2486168,300,283,7016,9369,5,0,209265,9,87,72,16,1,1655,1495,1251,63,133,1688,16383,1659,1650,1640688,800,1965,2183,525060,11957,8,382556,1496,24826,130,2486070316,2486169452,0,2486169462,2486169977,3364901640,17871233,0.0682,1651.0,0.24746620883164638,-0.11575107175712995,0.0682,23.85,74.9,,,,,,
2026-07-30T18:45:43.733686+00:00,S001,mounted,true,healthy,none,300,healthy_horizontal_no_load_0300rpm,2486268,313,259,6875,8947,5,0,209277,9,87,72,4,6,1655,1494,1238,62,126,1688,16383,1659,1649,1640219,800,1957,2277,525056,11955,8,382556,1496,24827,130,2486170383,2486269462,0,2486269472,2486269987,3363008065,17865257,0.0682,1651.0,0.4047175124215805,-0.12853466323713958,0.0682,23.85,74.9,,,,,,
2026-07-30T18:45:43.825114+00:00,S001,mounted,true,healthy,none,300,healthy_horizontal_no_load_0300rpm,2486368,313,259,6875,8947,4,0,209290,9,87,72,4,6,1655,1494,1248,62,123,1684,16383,1659,1647,1640227,800,1907,2073,525056,11951,8,382549,1496,24828,130,2486270392,2486369516,0,2486369525,2486370040,3363001639,17853305,0.0682,1651.0,0.06592546305748437,-0.21079168931470216,0.0682,23.97,75.1,,,,,,
2026-07-30T18:45:43.920535+00:00,S001,mounted,true,healthy,none,300,healthy_horizontal_no_load_0300rpm,2486469,312,261,6893,8987,4,0,209302,9,87,72,7,5,1655,1495,1221,62,123,1684,16383,1658,1648,1640200,800,1943,2259,525042,11958,8,382555,1496,24829,130,2486370445,2486469562,0,2486469571,2486470086,3362928948,17874222,0.0682,1651.0,0.37377766532865,-0.1526767491219272,0.0682,23.97,75.1,,,,,,
2026-07-30T18:45:44.013495+00:00,S001,mounted,true,healthy,none,300,healthy_horizontal_no_load_0300rpm,2486569,312,261,6893,8987,6,0,209315,9,87,72,7,5,1655,1494,1245,65,122,1684,16383,1659,1647,1639936,800,1821,2221,525066,11955,8,382555,1496,24830,130,2486470491,2486569617,0,2486569626,2486570141,3361866672,17865257,0.0682,1651.0,0.3113983816813044,-0.3551668378920958,0.0682,23.97,75.1,,,,,,
2026-07-30T18:45:44.106708+00:00,S001,mounted,true,healthy,none,300,healthy_horizontal_no_load_0300rpm,2486669,312,259,6896,8974,6,0,209327,9,87,73,9,2,1655,1494,1225,65,122,1683,16383,1658,1646,1639672,800,1911,2073,525057,11955,8,382555,1496,24831,130,2486570546,2486669619,0,2486669628,2486670143,3360732406,17865259,0.0682,1651.0,0.06476925043914683,-0.20518966348808076,0.0682,24.0,75.2,,,,,,
2026-07-30T18:45:44.249049+00:00,S001,mounted,true,healthy,none,300,healthy_horizontal_no_load_0300rpm,2486769,312,259,6896,8974,2,0,209340,9,87,73,9,2,1655,1495,1221,61,121,1687,16383,1659,1651,1640073,800,2021,2234,525060,11956,8,382557,1496,24832,130,2486670548,2486769694,0,2486769704,2486770219,3362382921,17868244,0.0682,1651.0,0.3327503790565407,-0.022165912679826594,0.0682,23.88,75.0,,,,,,
