iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,i_dc_mv,adc_vref_raw,adc_pc0_mv,accel_rms_mg,accel_pk_mg,temp_mv,sensor_status,i_dc_peak_mv,i_dc_min_mv,i_adc_raw_sum,i_adc_raw_count,i_adc_raw_min,i_adc_raw_max,i_adc_ema_q8,vref_adc_raw_sum,vref_adc_raw_count,vref_adc_ema_q8,vref_factory_cal_raw,frame_seq,pwm_ticks,i_adc_window_start_us,i_adc_window_end_us,i_adc_fail_count,vref_window_start_us,vref_window_end_us,i_adc_raw_sumsq,vref_adc_raw_sumsq,i_dc_a,i_dc_zero_mv,i_dc_peak_a,i_dc_min_a,i_dc_a_signed,temp_motor_c,temp_motor_f,temp_ambient_c,i_u_a,i_v_a,i_w_a,modbus_rpm,modbus_fault
2026-07-30T19:24:11.222016+00:00,S018,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,493546,1323,269,1619,2128,6,0,875577,9,249,73,0,2,1659,1494,1225,65,143,1640,16383,1664,1653,1644316,800,1927,2087,526344,11955,8,382547,1496,47815,563,493448321,493547394,0,493547468,493547983,3379790598,17865255,0.0834,1651.0,0.08809903312421552,-0.1785270547051443,0.0834,25.3,77.5,,,,,,
2026-07-30T19:24:11.362390+00:00,S018,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,493647,1322,268,1620,2128,4,0,875630,9,249,73,0,2,1659,1494,1233,67,143,1637,16383,1664,1652,1660897,808,1989,2085,526372,11955,8,382547,1496,47816,563,493548383,493648044,0,493648054,493648569,3414143019,17865257,0.0834,1651.0,0.08476620702634818,-0.07520944567126753,0.0834,25.4,77.7,,,,,,
2026-07-30T19:24:11.456566+00:00,S018,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,493747,1322,269,1619,2129,5,0,875683,9,249,73,1,3,1659,1495,1222,64,140,1640,16383,1664,1651,1644391,800,1915,2185,526400,11957,8,382551,1496,47817,563,493648972,493748213,0,493748223,493748737,3380124995,17871233,0.0834,1651.0,0.25079847746090156,-0.1990577874885009,0.0834,25.3,77.5,,,,,,
2026-07-30T19:24:11.553068+00:00,S018,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,493847,1318,270,1624,2136,1,0,875736,9,249,73,1,2,1659,1494,1219,64,140,1635,16383,1662,1653,1644093,800,2026,2081,526340,11954,8,382550,1496,47818,563,493749139,493848237,0,493848247,493848762,3378854493,17862270,0.0834,1651.0,0.07839065066086626,-0.013269734147566048,0.0834,25.46,77.8,,,,,,
2026-07-30T19:24:11.647168+00:00,S018,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,493947,1311,265,1635,2141,3,0,875789,9,249,72,0,2,1659,1495,1216,64,134,1633,16383,1664,1651,1644182,800,1985,2085,526334,11956,8,382552,1496,47819,563,493849167,493948302,0,493948316,493948832,3379225480,17868244,0.0834,1651.0,0.08447560220809613,-0.08215176480428266,0.0834,25.52,77.9,,,,,,
2026-07-30T19:24:11.739341+00:00,S018,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,494047,1311,267,1639,2149,6,0,875841,9,249,73,1,2,1659,1494,1234,63,130,1636,16383,1664,1655,1644351,800,1947,2143,526344,11955,8,382552,1496,47820,563,493949231,494048341,0,494048350,494048865,3379942993,17865257,0.0834,1651.0,0.1814181638644916,-0.14519879372647448,0.0834,25.43,77.8,,,,,,
2026-07-30T19:24:11.823942+00:00,S018,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,494147,1318,269,1627,2138,4,0,875894,9,249,73,0,3,1659,1495,1255,63,130,1641,16383,1663,1649,1644326,800,1991,2091,526346,11956,8,382554,1496,47821,563,494049270,494148417,0,494148427,494148942,3379814782,17868244,0.0834,1651.0,0.09447324422883874,-0.07215412278354005,0.0834,25.27,77.5,,,,,,
2026-07-30T19:24:11.927358+00:00,S018,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,494248,1322,268,1620,2127,5,0,875947,9,249,73,0,3,1659,1494,1191,62,124,1639,16383,1662,1651,1661132,808,2023,2198,526354,11953,8,382551,1496,47822,563,494149341,494249071,0,494249145,494249660,3415122988,17859281,0.0834,1651.0,0.27368374458294964,-0.017987333807412575,0.0834,25.33,77.6,,,,,,
2026-07-30T19:24:12.022566+00:00,S018,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,494348,1319,269,1623,2133,1,0,876000,9,249,73,1,2,1659,1494,1211,62,124,1635,16383,1663,1653,1644501,800,2019,2149,526336,11955,8,382551,1496,47823,563,494250060,494349123,0,494349197,494349712,3380532687,17865255,0.0834,1651.0,0.19141664215809273,-0.025217054203262812,0.0834,25.46,77.8,,,,,,
2026-07-30T19:24:12.171332+00:00,S018,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,494448,1313,270,1631,2145,3,0,876053,9,249,74,0,3,1659,1495,1217,65,127,1636,16383,1664,1653,1645118,800,2025,2171,526375,11956,8,382553,1496,47824,563,494350117,494449283,0,494449362,494449877,3383080618,17868244,0.0834,1651.0,0.22777513783874204,-0.015500817999331229,0.0834,25.43,77.8,,,,,,
