iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-21T01:13:32.664892+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2629428,800,254,2694,3490,3,16,104552,9,416,74,6,2,,,,,,,,,,
2026-06-21T01:13:32.754035+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2629528,801,260,2689,3503,5,16,104584,9,416,74,7,1,,,,,,,,,,
2026-06-21T01:13:32.844393+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2629628,800,249,2702,3482,6,16,104616,9,416,74,11,2,,,,,,,,,,
2026-06-21T01:13:32.940348+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2629728,802,256,2678,3477,3,16,104648,9,416,74,13,2,,,,,,,,,,
2026-06-21T01:13:33.032869+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2629828,802,256,2681,3480,5,16,104680,9,416,74,14,2,,,,,,,,,,
2026-06-21T01:13:33.127423+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2629928,800,260,2692,3505,6,16,104712,9,416,74,10,3,,,,,,,,,,
2026-06-21T01:13:33.219440+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2630028,801,262,2686,3503,3,16,104744,9,416,74,9,3,,,,,,,,,,
2026-06-21T01:13:33.359206+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2630128,800,253,2695,3487,5,16,104776,9,416,74,7,3,,,,,,,,,,
2026-06-21T01:13:33.452719+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2630228,803,258,2681,3487,6,16,104808,9,416,75,14,3,,,,,,,,,,
2026-06-21T01:13:33.548137+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2630328,801,264,2681,3505,1,16,104841,9,416,74,12,2,,,,,,,,,,
2026-06-21T01:13:33.640441+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2630428,801,261,2686,3501,4,16,104873,9,416,75,12,3,,,,,,,,,,
2026-06-21T01:13:33.735212+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2630528,801,263,2686,3508,2,16,104905,9,416,74,9,3,,,,,,,,,,
2026-06-21T01:13:33.831566+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2630628,800,259,2697,3508,1,16,104937,9,416,73,5,2,,,,,,,,,,
2026-06-21T01:13:33.925327+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2630728,801,249,2710,3487,4,16,104969,9,416,74,6,2,,,,,,,,,,
2026-06-21T01:13:34.020463+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2630828,801,260,2676,3490,2,16,105001,9,416,74,12,1,,,,,,,,,,
2026-06-21T01:13:34.113027+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2630928,802,260,2673,3484,1,16,105033,9,416,75,13,3,,,,,,,,,,
2026-06-21T01:13:34.251470+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2631028,802,257,2684,3487,4,16,105065,9,416,74,13,2,,,,,,,,,,
2026-06-21T01:13:34.345663+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2631128,800,249,2718,3498,2,16,105097,9,416,74,4,2,,,,,,,,,,
2026-06-21T01:13:34.437110+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2631228,801,250,2710,3493,1,16,105129,9,416,74,4,2,,,,,,,,,,
2026-06-21T01:13:34.534077+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2631328,802,253,2702,3493,4,16,105161,9,416,74,5,3,,,,,,,,,,
2026-06-21T01:13:34.627792+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2631428,802,264,2666,3490,2,16,105193,9,416,75,16,2,,,,,,,,,,
2026-06-21T01:13:34.720239+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2631528,801,257,2689,3492,1,16,105225,9,416,74,14,3,,,,,,,,,,
2026-06-21T01:13:34.814635+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2631628,801,262,2689,3508,4,16,105257,9,416,74,9,2,,,,,,,,,,
2026-06-21T01:13:34.910047+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2631728,801,254,2694,3488,2,16,105289,9,416,73,8,1,,,,,,,,,,
2026-06-21T01:13:35.050105+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2631828,800,258,2687,3493,1,16,105321,9,416,73,8,3,,,,,,,,,,
2026-06-21T01:13:35.143861+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2631928,800,252,2699,3487,4,16,105353,9,416,74,10,2,,,,,,,,,,
2026-06-21T01:13:35.237494+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2632028,801,260,2686,3498,3,16,105386,9,416,75,14,3,,,,,,,,,,
2026-06-21T01:13:35.329925+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2632128,801,263,2684,3506,5,16,105418,9,416,74,8,2,,,,,,,,,,
2026-06-21T01:13:35.422123+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2632228,801,249,2710,3487,6,16,105450,9,416,74,7,3,,,,,,,,,,
2026-06-21T01:13:35.515631+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2632328,800,250,2708,3490,3,16,105482,9,416,74,7,3,,,,,,,,,,
2026-06-21T01:13:35.611229+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2632428,802,249,2697,3474,5,16,105514,9,416,74,9,2,,,,,,,,,,
2026-06-21T01:13:35.713650+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2632528,802,261,2671,3485,6,16,105546,9,416,74,14,1,,,,,,,,,,
2026-06-21T01:13:35.845150+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2632628,801,265,2673,3503,3,16,105578,9,416,74,12,2,,,,,,,,,,
2026-06-21T01:13:35.938136+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2632728,801,254,2700,3495,5,16,105610,9,416,74,10,3,,,,,,,,,,
2026-06-21T01:13:36.033130+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2632828,801,260,2684,3497,6,16,105642,9,416,74,7,2,,,,,,,,,,
2026-06-21T01:13:36.125041+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2632928,801,253,2700,3490,3,16,105674,9,416,74,5,3,,,,,,,,,,
2026-06-21T01:13:36.223593+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2633028,801,254,2687,3480,5,16,105706,9,416,74,9,2,,,,,,,,,,
2026-06-21T01:13:36.312698+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2633128,801,258,2681,3487,6,16,105738,9,416,74,13,1,,,,,,,,,,
2026-06-21T01:13:36.411226+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2633228,801,262,2676,3495,3,16,105770,9,416,74,13,2,,,,,,,,,,
2026-06-21T01:13:36.548289+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2633328,800,262,2695,3516,5,16,105802,9,416,74,8,2,,,,,,,,,,
2026-06-21T01:13:36.643401+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2633428,800,256,2700,3501,6,16,105834,9,416,74,5,3,,,,,,,,,,
2026-06-21T01:13:36.741681+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2633528,801,256,2689,3487,3,16,105866,9,416,74,6,2,,,,,,,,,,
2026-06-21T01:13:36.830795+00:00,S020,commissioning_unmounted,false,imbalance,mild,800,imbalance-mild_horizontal_no_load_0800rpm,2633628,800,252,2695,3484,4,16,105899,9,416,73,10,2,,,,,,,,,,
