iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-21T03:25:20.708717+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1972571,2298,310,917,1254,2,50,756307,9,4271931,79,0,1,,,,,,,,,,
2026-06-21T03:25:20.804727+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1972671,2299,317,909,1254,1,50,756399,9,4271931,81,0,3,,,,,,,,,,
2026-06-21T03:25:20.942780+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1972771,2300,309,917,1253,4,50,756491,9,4271931,80,0,3,,,,,,,,,,
2026-06-21T03:25:21.037233+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1972871,2296,313,912,1253,2,50,756583,9,4271931,79,0,2,,,,,,,,,,
2026-06-21T03:25:21.130020+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1972971,2298,308,910,1245,3,50,756674,9,4271931,79,0,2,,,,,,,,,,
2026-06-21T03:25:21.222690+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1973071,2301,313,910,1250,4,50,756767,9,4271931,79,0,1,,,,,,,,,,
2026-06-21T03:25:21.317100+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1973171,2297,306,920,1253,6,50,756858,9,4271931,79,1,2,,,,,,,,,,
2026-06-21T03:25:21.410034+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1973271,2300,309,912,1248,3,50,756950,9,4271931,80,0,1,,,,,,,,,,
2026-06-21T03:25:21.503908+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1973371,2299,309,912,1248,4,50,757043,9,4271931,80,0,2,,,,,,,,,,
2026-06-21T03:25:21.643760+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1973471,2302,309,915,1251,6,50,757134,9,4271931,81,0,3,,,,,,,,,,
2026-06-21T03:25:21.738305+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1973571,2298,309,912,1248,1,50,757227,9,4271931,79,0,1,,,,,,,,,,
2026-06-21T03:25:21.830762+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1973671,2300,309,917,1253,4,50,757319,9,4271931,79,0,2,,,,,,,,,,
2026-06-21T03:25:21.924695+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1973771,2301,313,912,1253,2,50,757411,9,4271931,81,0,3,,,,,,,,,,
2026-06-21T03:25:22.019627+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1973871,2296,312,915,1255,3,50,757502,9,4271931,79,0,1,,,,,,,,,,
2026-06-21T03:25:22.112968+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1973971,2299,306,920,1253,4,50,757595,9,4271931,80,0,2,,,,,,,,,,
2026-06-21T03:25:22.207222+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1974071,2299,310,910,1248,6,50,757686,9,4271931,80,0,4,,,,,,,,,,
2026-06-21T03:25:22.301654+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1974171,2300,312,909,1248,1,50,757779,9,4271931,80,0,2,,,,,,,,,,
2026-06-21T03:25:22.441490+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1974271,2298,314,909,1251,4,50,757871,9,4271931,80,1,2,,,,,,,,,,
2026-06-21T03:25:22.534404+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1974371,2297,308,912,1248,6,50,757962,9,4271931,79,0,2,,,,,,,,,,
2026-06-21T03:25:22.628939+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1974471,2299,309,912,1248,3,50,758054,9,4271931,80,0,3,,,,,,,,,,
2026-06-21T03:25:22.722428+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1974571,2299,319,909,1256,5,50,758146,9,4271931,80,1,2,,,,,,,,,,
2026-06-21T03:25:22.814302+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1974671,2297,312,910,1250,6,50,758238,9,4271931,79,0,2,,,,,,,,,,
2026-06-21T03:25:22.908584+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1974771,2298,309,917,1253,3,50,758330,9,4271931,79,0,1,,,,,,,,,,
2026-06-21T03:25:23.001698+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1974871,2299,309,915,1251,5,50,758422,9,4271931,80,0,2,,,,,,,,,,
2026-06-21T03:25:23.141151+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1974971,2299,311,910,1248,6,50,758514,9,4271931,80,0,2,,,,,,,,,,
2026-06-21T03:25:23.234558+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1975071,2300,311,910,1248,3,50,758606,9,4271931,79,0,1,,,,,,,,,,
2026-06-21T03:25:23.327948+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1975171,2295,315,912,1256,5,50,758698,9,4271931,79,0,2,,,,,,,,,,
2026-06-21T03:25:23.421966+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1975271,2296,316,912,1256,6,50,758790,9,4271931,80,1,3,,,,,,,,,,
2026-06-21T03:25:23.516051+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1975371,2296,318,910,1256,3,50,758882,9,4271931,80,0,2,,,,,,,,,,
2026-06-21T03:25:23.609099+00:00,S026,commissioning_unmounted,false,looseness,mild,2310,looseness-mild_horizontal_no_load_2310rpm,1975471,2296,307,920,1255,5,50,758974,9,4271931,79,0,3,,,,,,,,,,
