iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,i_dc_mv,adc_vref_raw,adc_pc0_mv,accel_rms_mg,accel_pk_mg,temp_mv,sensor_status,i_dc_peak_mv,i_dc_min_mv,i_adc_raw_sum,i_adc_raw_count,i_adc_raw_min,i_adc_raw_max,i_adc_ema_q8,vref_adc_raw_sum,vref_adc_raw_count,vref_adc_ema_q8,vref_factory_cal_raw,frame_seq,pwm_ticks,i_adc_window_start_us,i_adc_window_end_us,i_adc_fail_count,vref_window_start_us,vref_window_end_us,i_adc_raw_sumsq,vref_adc_raw_sumsq,i_dc_a,i_dc_zero_mv,i_dc_peak_a,i_dc_min_a,i_dc_a_signed,temp_motor_c,temp_motor_f,temp_ambient_c,i_u_a,i_v_a,i_w_a,modbus_rpm,modbus_fault
2026-07-30T19:01:15.081365+00:00,S008,mounted,true,healthy,none,700,healthy_horizontal_no_load_0700rpm,3415443,694,251,3126,4030,4,0,368632,9,176,72,3,1,1656,1494,1221,59,127,1675,16383,1661,1650,1658497,808,2022,2253,525579,11955,8,382606,1496,34106,303,3415344659,3415444384,0,3415444457,3415444973,3404313589,17865257,0.0696,1651.6,0.36472359924717646,-0.02021781505646203,0.0696,24.24,75.6,,,,,,
2026-07-30T19:01:15.175637+00:00,S008,mounted,true,healthy,none,700,healthy_horizontal_no_load_0700rpm,3415543,694,242,3116,3987,1,0,368660,9,176,72,12,2,1656,1494,1229,62,125,1673,16383,1661,1648,1641701,800,2025,2104,525596,11955,8,382604,1496,34107,303,3415445382,3415544428,0,3415544502,3415545017,3369034665,17865255,0.0696,1651.6,0.11642805495608544,-0.015218575909661247,0.0696,24.3,75.7,,,,,,
2026-07-30T19:01:15.269303+00:00,S008,mounted,true,healthy,none,700,healthy_horizontal_no_load_0700rpm,3415643,695,248,3105,3998,2,0,368688,9,176,72,9,3,1656,1494,1217,66,132,1691,16383,1660,1650,1641763,800,1881,2271,525574,11954,8,382600,1496,34108,303,3415545424,3415644491,0,3415644565,3415645080,3369365691,17862270,0.0696,1651.6,0.39503561636272355,-0.254919839551615,0.0696,23.76,74.8,,,,,,
2026-07-30T19:01:15.409699+00:00,S008,mounted,true,healthy,none,700,healthy_horizontal_no_load_0700rpm,3415744,695,241,3122,3991,4,0,368716,9,176,72,10,3,1656,1495,1217,66,132,1685,16383,1660,1650,1641823,800,1939,2078,525595,11957,8,382601,1496,34109,303,3415645486,3415744541,0,3415744615,3415745130,3369542699,17871233,0.0696,1651.6,0.0725221057957679,-0.1590705639374428,0.0696,23.94,75.1,,,,,,
2026-07-30T19:01:15.504038+00:00,S008,mounted,true,healthy,none,700,healthy_horizontal_no_load_0700rpm,3415844,695,252,3095,4001,1,0,368744,9,176,72,13,2,1656,1494,1225,65,140,1682,16383,1661,1651,1642473,800,2009,2157,525654,11955,8,382599,1496,34110,303,3415745537,3415844605,0,3415844679,3415845194,3372211647,17865257,0.0696,1651.6,0.20474794654956074,-0.04188118469259772,0.0696,24.03,75.3,,,,,,
2026-07-30T19:01:15.598826+00:00,S008,mounted,true,healthy,none,700,healthy_horizontal_no_load_0700rpm,3415944,732,254,2879,3746,1,0,368774,9,176,77,38,2,1656,1495,1251,65,140,1674,16383,1659,1647,1641490,800,2015,2163,525580,11958,8,382602,1496,34111,303,3415845601,3415944672,0,3415944746,3415945261,3368179704,17874222,0.0696,1651.6,0.21384214701455084,-0.032725110386352174,0.0696,24.27,75.7,,,,,,
2026-07-30T19:01:15.691246+00:00,S008,mounted,true,healthy,none,700,healthy_horizontal_no_load_0700rpm,3416044,735,244,2945,3777,3,0,368803,9,176,72,9,2,1656,1494,1224,66,135,1670,16383,1662,1649,1642377,800,1961,2077,525617,11953,8,382596,1496,34112,303,3415945668,3416044722,0,3416044796,3416045311,3371810743,17859279,0.0696,1651.6,0.07201402752447095,-0.12132223015142696,0.0696,24.39,75.9,,,,,,
2026-07-30T19:01:15.784497+00:00,S008,mounted,true,healthy,none,700,healthy_horizontal_no_load_0700rpm,3416144,717,272,2997,3946,2,0,368832,9,176,74,24,6,1656,1494,1224,69,140,1670,16383,1661,1651,1658808,808,2021,2093,525655,11955,8,382594,1496,34113,303,3416045716,3416145372,0,3416145381,3416145896,3405551392,17865257,0.0696,1651.6,0.09809751141781664,-0.021884228105395476,0.0696,24.39,75.9,,,,,,
2026-07-30T19:01:15.879073+00:00,S008,mounted,true,healthy,none,700,healthy_horizontal_no_load_0700rpm,3416244,709,254,3034,3932,4,0,368860,9,176,72,13,2,1656,1495,1235,69,140,1673,16383,1660,1651,1641695,800,2023,2079,525600,11956,8,382594,1496,34114,303,3416146303,3416245411,0,3416245421,3416245936,3369000669,17868244,0.0696,1651.6,0.07447796018735353,-0.01883336533957891,0.0696,24.3,75.7,,,,,,
2026-07-30T19:01:15.972883+00:00,S008,mounted,true,healthy,none,700,healthy_horizontal_no_load_0700rpm,3416344,708,246,3044,3915,5,0,368889,9,176,72,11,3,1656,1494,1233,69,148,1672,16383,1660,1649,1642301,800,1994,2123,525619,11955,8,382592,1496,34115,303,3416246346,3416345447,0,3416345456,3416345971,3371498395,17865257,0.0696,1651.6,0.1480899028858218,-0.06687738042659985,0.0696,24.33,75.8,,,,,,
