iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,period_std_permil,mech1x_permil,elec_permil,i_dc_mv,adc_vref_raw,adc_pc0_mv,accel_rms_mg,accel_pk_mg,temp_mv,sensor_status,i_dc_peak_mv,i_dc_min_mv,i_adc_raw_sum,i_adc_raw_count,i_adc_raw_min,i_adc_raw_max,i_adc_ema_q8,vref_adc_raw_sum,vref_adc_raw_count,vref_adc_ema_q8,vref_factory_cal_raw,frame_seq,pwm_ticks,i_adc_window_start_us,i_adc_window_end_us,i_adc_fail_count,vref_window_start_us,vref_window_end_us,i_adc_raw_sumsq,vref_adc_raw_sumsq,i_dc_a,i_dc_zero_mv,i_dc_peak_a,i_dc_min_a,i_dc_a_signed,temp_motor_c,temp_motor_f,temp_ambient_c,i_u_a,i_v_a,i_w_a,modbus_rpm,modbus_fault
2026-07-30T19:21:51.270010+00:00,S017,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,353909,1340,271,1601,2107,4,0,809958,9,211,74,1,2,1659,1494,1231,64,143,1642,16383,1662,1651,1643661,800,1923,2093,526316,11955,8,382549,1496,46421,563,353811108,353910195,0,353910204,353910718,3377109791,17865257,0.0834,1651.0,0.09809751141781664,-0.18519270690087852,0.0834,25.24,77.4,,,,,,
2026-07-30T19:21:51.363951+00:00,S017,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,354009,1346,269,1590,2091,4,0,810012,9,211,73,1,3,1659,1494,1226,65,145,1639,16383,1663,1653,1644752,800,2031,2165,526343,11953,8,382546,1496,46422,563,353911120,354010232,0,354010241,354010756,3381574594,17859281,0.0834,1651.0,0.21868291265790996,-0.004653798795281716,0.0834,25.33,77.6,,,,,,
2026-07-30T19:21:51.459201+00:00,S017,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,354109,1318,267,1629,2136,5,0,810065,9,211,73,1,2,1659,1495,1203,65,145,1638,16383,1664,1651,1644224,800,2023,2150,526337,11957,8,382550,1496,46423,563,354011161,354110388,0,354110397,354110912,3379402206,17871235,0.0834,1651.0,0.19248377644894177,-0.019115281508739645,0.0834,25.36,77.7,,,,,,
2026-07-30T19:21:51.598370+00:00,S017,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,354209,1311,267,1636,2145,3,0,810117,9,211,73,1,2,1659,1495,1215,66,152,1638,16383,1664,1652,1644294,800,1865,2089,526340,11956,8,382552,1496,46424,563,354111317,354210421,0,354210430,354210944,3379717458,17868244,0.0834,1651.0,0.09114069688859106,-0.28210460521913694,0.0834,25.36,77.7,,,,,,
2026-07-30T19:21:51.692377+00:00,S017,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,354310,1298,268,1648,2165,2,0,810170,9,211,73,3,3,1659,1495,1219,64,151,1638,16383,1665,1652,1660836,808,2007,2147,526335,11956,8,382554,1496,46425,563,354211346,354311058,0,354311132,354311647,3413894094,17868246,0.0834,1651.0,0.18778456975577118,-0.04549374406155948,0.0834,25.36,77.7,,,,,,
2026-07-30T19:21:51.787562+00:00,S017,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,354410,1278,267,1678,2200,5,0,810221,9,211,73,1,3,1659,1495,1222,64,151,1641,16383,1663,1651,1643997,800,2023,2077,526332,11957,8,382558,1496,46426,563,354312048,354411172,0,354411246,354411761,3378456617,17871233,0.0834,1651.0,0.07085597148114076,-0.019115281508739645,0.0834,25.27,77.5,,,,,,
2026-07-30T19:21:51.881301+00:00,S017,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,354510,1274,263,1686,2203,2,0,810272,9,211,72,0,3,1659,1495,1218,64,153,1643,16383,1663,1649,1644501,800,1967,2083,526378,11957,8,382562,1496,46427,563,354412166,354511239,0,354511313,354511828,3380545963,17871233,0.0834,1651.0,0.08085277736890495,-0.11241880312787478,0.0834,25.21,77.4,,,,,,
2026-07-30T19:21:51.976259+00:00,S017,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,354610,1299,269,1657,2176,4,0,810324,9,211,73,4,2,1659,1495,1209,61,149,1645,16383,1664,1651,1644501,800,2025,2209,526354,11957,8,382565,1496,46428,563,354512231,354611316,0,354611390,354611904,3380581353,17871233,0.0834,1651.0,0.29078570101195966,-0.01578301287948536,0.0834,25.15,77.3,,,,,,
2026-07-30T19:21:52.071029+00:00,S017,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,354711,1320,269,1625,2136,4,0,810378,9,211,73,1,2,1659,1494,1223,61,149,1646,16383,1663,1652,1661019,808,1963,2204,526342,11954,8,382563,1496,46429,563,354612306,354712082,0,354712096,354712611,3414671167,17862268,0.0834,1651.0,0.28337660214154203,-0.11826253856449753,0.0834,25.12,77.2,,,,,,
2026-07-30T19:21:52.164113+00:00,S017,mounted,true,healthy,none,1300,healthy_horizontal_no_load_1300rpm,354811,1318,270,1626,2138,1,0,810430,9,211,73,0,2,1659,1494,1215,63,147,1639,16383,1663,1650,1644299,800,2033,2091,526330,11955,8,382563,1496,46430,563,354713012,354812117,0,354812126,354812641,3379704901,17865257,0.0834,1651.0,0.09476468531994975,-0.0018872715181936783,0.0834,25.33,77.6,,,,,,
