iso_time,session_id,fixture_state,valid_for_classifier,condition,severity,speed_setpoint_rpm,label,t_ms,rpm,ripple_permil,min_us,max_us,hall,illegal,edges,step,coast_ms,accel_rms_g,accel_pk_g,temp_motor_c,temp_ambient_c,i_u_a,i_v_a,i_w_a,i_dc_a,modbus_rpm,modbus_fault
2026-06-20T13:09:33.014254+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,424705,2223,298,954,1289,5,0,265958,9,0,,,,,,,,,,
2026-06-20T13:09:33.108674+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,424805,2222,301,953,1292,1,0,266047,9,0,,,,,,,,,,
2026-06-20T13:09:33.203378+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,424905,2224,306,948,1292,3,0,266136,9,0,,,,,,,,,,
2026-06-20T13:09:33.297506+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,425005,2224,308,946,1292,2,0,266225,9,0,,,,,,,,,,
2026-06-20T13:09:33.389317+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,425105,2223,308,947,1294,6,0,266314,9,0,,,,,,,,,,
2026-06-20T13:09:33.483222+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,425205,2225,309,942,1290,4,0,266403,9,0,,,,,,,,,,
2026-06-20T13:09:33.575197+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,425305,2224,309,945,1293,5,0,266492,9,0,,,,,,,,,,
2026-06-20T13:09:33.667508+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,425405,2224,308,947,1294,1,0,266581,9,0,,,,,,,,,,
2026-06-20T13:09:33.808254+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,425505,2224,303,950,1291,3,0,266670,9,0,,,,,,,,,,
2026-06-20T13:09:33.902888+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,425605,2223,311,944,1294,6,0,266758,9,0,,,,,,,,,,
2026-06-20T13:09:33.995676+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,425705,2226,310,942,1291,4,0,266847,9,0,,,,,,,,,,
2026-06-20T13:09:34.089922+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,425805,2224,305,949,1292,5,0,266936,9,0,,,,,,,,,,
2026-06-20T13:09:34.185484+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,425905,2223,311,944,1294,1,0,267025,9,0,,,,,,,,,,
2026-06-20T13:09:34.279041+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,426005,2224,308,947,1294,3,0,267114,9,0,,,,,,,,,,
2026-06-20T13:09:34.372236+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,426105,2223,301,951,1290,2,0,267203,9,0,,,,,,,,,,
2026-06-20T13:09:34.466508+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,426205,2223,309,945,1293,6,0,267292,9,0,,,,,,,,,,
2026-06-20T13:09:34.605687+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,426305,2223,303,951,1292,4,0,267381,9,0,,,,,,,,,,
2026-06-20T13:09:34.699258+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,426405,2224,311,944,1294,5,0,267470,9,0,,,,,,,,,,
2026-06-20T13:09:34.789384+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,426505,2224,305,944,1287,1,0,267559,9,0,,,,,,,,,,
2026-06-20T13:09:34.882395+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,426605,2225,308,944,1290,3,0,267648,9,0,,,,,,,,,,
2026-06-20T13:09:34.977545+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,426705,2223,306,950,1294,2,0,267737,9,0,,,,,,,,,,
2026-06-20T13:09:35.072594+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,426805,2224,301,946,1285,6,0,267826,9,0,,,,,,,,,,
2026-06-20T13:09:35.165532+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,426905,2222,298,946,1282,4,0,267915,9,0,,,,,,,,,,
2026-06-20T13:09:35.305421+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,427005,2224,300,955,1292,5,0,268004,9,0,,,,,,,,,,
2026-06-20T13:09:35.400891+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,427105,2224,304,951,1293,1,0,268093,9,0,,,,,,,,,,
2026-06-20T13:09:35.494453+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,427205,2223,306,949,1294,3,0,268182,9,0,,,,,,,,,,
2026-06-20T13:09:35.588663+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,427305,2221,301,951,1290,2,0,268271,9,0,,,,,,,,,,
2026-06-20T13:09:35.685040+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,427405,2221,307,949,1295,4,0,268359,9,0,,,,,,,,,,
2026-06-20T13:09:35.778929+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,427505,2220,301,951,1290,5,0,268448,9,0,,,,,,,,,,
2026-06-20T13:09:35.871343+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,427605,2225,311,944,1294,1,0,268537,9,0,,,,,,,,,,
2026-06-20T13:09:35.964752+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,427705,2225,302,952,1292,3,0,268626,9,0,,,,,,,,,,
2026-06-20T13:09:36.105709+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,427805,2224,302,947,1287,2,0,268715,9,0,,,,,,,,,,
2026-06-20T13:09:36.199690+00:00,S005,commissioning_unmounted,false,healthy,none,2200,healthy_horizontal_no_load_2200rpm,427905,2221,310,946,1295,6,0,268804,9,0,,,,,,,,,,
