session_id,capture_id,phase,query_start_time_ns,query_start_utc,query_start_monotonic_ns,query_end_time_ns,query_end_utc,query_end_monotonic_ns,query_midpoint_time_ns,query_duration_ns,value_v,value_mv,nplc,line_frequency_hz,nominal_aperture_s,visa_resource,status,error
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394228283204300,2026-07-30T06:50:28.283204Z,111561851553800,1785394228625348100,2026-07-30T06:50:28.625348Z,111562193695100,1785394228454276200,342141300,1.67860453,1678.60453,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394228630101200,2026-07-30T06:50:28.630101Z,111562198454100,1785394228971870900,2026-07-30T06:50:28.971871Z,111562540219200,1785394228800986050,341765100,1.67857762,1678.57762,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394228980816500,2026-07-30T06:50:28.980816Z,111562549173100,1785394229322338000,2026-07-30T06:50:29.322338Z,111562890691700,1785394229151577250,341518600,1.67854371,1678.54371,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394229350074500,2026-07-30T06:50:29.350075Z,111562918431900,1785394229692058200,2026-07-30T06:50:29.692058Z,111563260312200,1785394229521066350,341880300,1.67855555,1678.55555,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394229699389400,2026-07-30T06:50:29.699389Z,111563267752700,1785394230044547200,2026-07-30T06:50:30.044547Z,111563612901200,1785394229871968300,345148500,1.67858352,1678.5835200000001,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394230051541100,2026-07-30T06:50:30.051541Z,111563619905500,1785394230393057200,2026-07-30T06:50:30.393057Z,111563961418100,1785394230222299150,341512600,1.67855049,1678.5504899999999,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394230396565500,2026-07-30T06:50:30.396565Z,111563964929300,1785394230738404000,2026-07-30T06:50:30.738404Z,111564306762400,1785394230567484750,341833100,1.67856419,1678.5641899999998,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394230774114500,2026-07-30T06:50:30.774115Z,111564342484400,1785394231115962500,2026-07-30T06:50:31.115963Z,111564684325900,1785394230945038500,341841500,1.67857175,1678.5717499999998,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394231123522400,2026-07-30T06:50:31.123522Z,111564691892600,1785394231465494800,2026-07-30T06:50:31.465495Z,111565033856900,1785394231294508600,341964300,1.67857955,1678.57955,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394231491687300,2026-07-30T06:50:31.491688Z,111565060060700,1785394231834134100,2026-07-30T06:50:31.834134Z,111565402500700,1785394231662910700,342440000,1.6785836,1678.5836000000002,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394231896775000,2026-07-30T06:50:31.896775Z,111565465150000,1785394232276336500,2026-07-30T06:50:32.276336Z,111565844706900,1785394232086555750,379556900,1.67860534,1678.60534,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394232282181300,2026-07-30T06:50:32.282181Z,111565850560400,1785394232624120000,2026-07-30T06:50:32.624120Z,111566192494300,1785394232453150650,341933900,1.67860597,1678.60597,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394232646657700,2026-07-30T06:50:32.646658Z,111566215039800,1785394233047367400,2026-07-30T06:50:33.047367Z,111566615746000,1785394232847012550,400706200,1.67860262,1678.60262,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394233051596700,2026-07-30T06:50:33.051597Z,111566619979100,1785394233395383400,2026-07-30T06:50:33.395383Z,111566963726500,1785394233223490050,343747400,1.67857686,1678.57686,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394233399587000,2026-07-30T06:50:33.399587Z,111566967971200,1785394233790981100,2026-07-30T06:50:33.790981Z,111567359361900,1785394233595284050,391390700,1.67858521,1678.58521,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394233799038500,2026-07-30T06:50:33.799038Z,111567367427700,1785394234140722300,2026-07-30T06:50:34.140722Z,111567709108100,1785394233969880400,341680400,1.67857857,1678.57857,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394234161441800,2026-07-30T06:50:34.161442Z,111567729833700,1785394234503180500,2026-07-30T06:50:34.503181Z,111568071568500,1785394234332311150,341734800,1.67854049,1678.54049,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394234509038000,2026-07-30T06:50:34.509038Z,111568077430200,1785394234851051100,2026-07-30T06:50:34.851051Z,111568419436900,1785394234680044550,342006700,1.67860298,1678.60298,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394234869374900,2026-07-30T06:50:34.869375Z,111568437772200,1785394235211595900,2026-07-30T06:50:35.211596Z,111568779985000,1785394235040485400,342212800,1.67860146,1678.60146,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394235221812500,2026-07-30T06:50:35.221812Z,111568790210700,1785394235570392600,2026-07-30T06:50:35.570393Z,111569138788400,1785394235396102550,348577700,1.67860937,1678.60937,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394235574037500,2026-07-30T06:50:35.574038Z,111569142436900,1785394235915587500,2026-07-30T06:50:35.915588Z,111569483986800,1785394235744812500,341549900,1.67858452,1678.58452,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394235918065300,2026-07-30T06:50:35.918065Z,111569486466500,1785394236259644700,2026-07-30T06:50:36.259645Z,111569828043700,1785394236088855000,341577200,1.6786059,1678.6059,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394236272933800,2026-07-30T06:50:36.272934Z,111569841338600,1785394236628103800,2026-07-30T06:50:36.628104Z,111570196507200,1785394236450518800,355168600,1.67862508,1678.62508,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394236631232000,2026-07-30T06:50:36.631232Z,111570199638200,1785394236977598200,2026-07-30T06:50:36.977598Z,111570546000800,1785394236804415100,346362600,1.67857201,1678.5720099999999,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394236982993600,2026-07-30T06:50:36.982994Z,111570551406900,1785394237325563900,2026-07-30T06:50:37.325564Z,111570893969200,1785394237154278750,342562300,1.6785995,1678.5995,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394237331885800,2026-07-30T06:50:37.331886Z,111570900298300,1785394237673699900,2026-07-30T06:50:37.673700Z,111571242105900,1785394237502792850,341807600,1.67861301,1678.61301,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394237682041300,2026-07-30T06:50:37.682041Z,111571250457500,1785394238023893800,2026-07-30T06:50:38.023894Z,111571592303400,1785394237852967550,341845900,1.67862973,1678.6297299999999,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394238053370500,2026-07-30T06:50:38.053371Z,111571621788700,1785394238428228200,2026-07-30T06:50:38.428228Z,111571996644200,1785394238240799350,374855500,1.67861578,1678.6157799999999,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394238430802100,2026-07-30T06:50:38.430802Z,111571999512800,1785394238783651800,2026-07-30T06:50:38.783652Z,111572352068800,1785394238607226950,352556000,1.67862881,1678.62881,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394238786730300,2026-07-30T06:50:38.786730Z,111572355151900,1785394239128187800,2026-07-30T06:50:39.128188Z,111572696608400,1785394238957459050,341456500,1.67862212,1678.62212,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394239130926300,2026-07-30T06:50:39.130926Z,111572699349100,1785394239472495100,2026-07-30T06:50:39.472495Z,111573040916800,1785394239301710700,341567700,1.67860556,1678.60556,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394239487464500,2026-07-30T06:50:39.487464Z,111573055890700,1785394239840275500,2026-07-30T06:50:39.840276Z,111573408700900,1785394239663870000,352810200,1.6786197,1678.6197,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394239843069300,2026-07-30T06:50:39.843069Z,111573411497600,1785394240185266300,2026-07-30T06:50:40.185266Z,111573753689000,1785394240014167800,342191400,1.67860509,1678.60509,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394240193348600,2026-07-30T06:50:40.193349Z,111573761782200,1785394240535589800,2026-07-30T06:50:40.535590Z,111574104017700,1785394240364469200,342235500,1.6786175,1678.6175,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394240540641100,2026-07-30T06:50:40.540641Z,111574109075700,1785394240896406500,2026-07-30T06:50:40.896406Z,111574464834700,1785394240718523800,355759000,1.67860825,1678.60825,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394240903401400,2026-07-30T06:50:40.903401Z,111574471839200,1785394241246130500,2026-07-30T06:50:41.246130Z,111574814560300,1785394241074765950,342721100,1.67861375,1678.61375,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394241253583600,2026-07-30T06:50:41.253584Z,111574822022500,1785394241595497100,2026-07-30T06:50:41.595497Z,111575163931000,1785394241424540350,341908500,1.67861537,1678.61537,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394241614650000,2026-07-30T06:50:41.614650Z,111575183093400,1785394242009725800,2026-07-30T06:50:42.009726Z,111575578161800,1785394241812187900,395068400,1.67859251,1678.5925100000002,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394242019557000,2026-07-30T06:50:42.019557Z,111575588002400,1785394242379582700,2026-07-30T06:50:42.379583Z,111575948022900,1785394242199569850,360020500,1.67859556,1678.59556,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394242396253100,2026-07-30T06:50:42.396253Z,111575964702100,1785394242742843400,2026-07-30T06:50:42.742843Z,111576311288300,1785394242569548250,346586200,1.67857293,1678.57293,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394242746940800,2026-07-30T06:50:42.746941Z,111576315391900,1785394243091375200,2026-07-30T06:50:43.091375Z,111576659818800,1785394242919158000,344426900,1.67862049,1678.62049,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394243106009100,2026-07-30T06:50:43.106009Z,111576674460900,1785394243447500200,2026-07-30T06:50:43.447500Z,111577015950300,1785394243276754650,341489400,1.67857347,1678.5734699999998,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394243451159500,2026-07-30T06:50:43.451159Z,111577019613000,1785394243792862000,2026-07-30T06:50:43.792862Z,111577361311300,1785394243622010750,341698300,1.67857532,1678.57532,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394243805010000,2026-07-30T06:50:43.805010Z,111577373465900,1785394244146715900,2026-07-30T06:50:44.146716Z,111577715170100,1785394243975862950,341704200,1.67858857,1678.5885700000001,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394244149495800,2026-07-30T06:50:44.149496Z,111577717955800,1785394244496162000,2026-07-30T06:50:44.496162Z,111578064618500,1785394244322828900,346662700,1.67860068,1678.60068,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394244499914700,2026-07-30T06:50:44.499915Z,111578068375500,1785394244841391700,2026-07-30T06:50:44.841392Z,111578409851300,1785394244670653200,341475800,1.67858257,1678.58257,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394244844031000,2026-07-30T06:50:44.844031Z,111578412492800,1785394245185509300,2026-07-30T06:50:45.185509Z,111578753970900,1785394245014770150,341478100,1.67857508,1678.57508,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394245205701900,2026-07-30T06:50:45.205702Z,111578774169900,1785394245553969900,2026-07-30T06:50:45.553970Z,111579122434400,1785394245379835900,348264500,1.6785773,1678.5773,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394245557280000,2026-07-30T06:50:45.557280Z,111579125746600,1785394245898925700,2026-07-30T06:50:45.898926Z,111579467391500,1785394245728102850,341644900,1.67856724,1678.56724,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394245911700200,2026-07-30T06:50:45.911700Z,111579480170300,1785394246253121500,2026-07-30T06:50:46.253122Z,111579821590600,1785394246082410850,341420300,1.67860529,1678.60529,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,measurement,1785394246255418400,2026-07-30T06:50:46.255418Z,111579823889700,1785394246612676000,2026-07-30T06:50:46.612676Z,111580181146200,1785394246434047200,357256500,1.6786023,1678.6023,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,post,1785394246615421500,2026-07-30T06:50:46.615422Z,111580183895900,1785394246986482400,2026-07-30T06:50:46.986482Z,111580554953000,1785394246800951950,371057100,1.67860976,1678.60976,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394205284025900_off_3ac366fa,post,1785394247015640300,2026-07-30T06:50:47.015640Z,111580584121600,1785394247382174700,2026-07-30T06:50:47.382175Z,111580950651400,1785394247198907500,366529800,1.67859688,1678.59688,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,opening,1785394409332121900,2026-07-30T06:53:29.332122Z,111742901703500,1785394409682636200,2026-07-30T06:53:29.682636Z,111743252213100,1785394409507379050,350509600,1.67865595,1678.65595,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394409685973800,2026-07-30T06:53:29.685974Z,111743255557400,1785394410027567600,2026-07-30T06:53:30.027568Z,111743597148600,1785394409856770700,341591200,1.68363316,1683.63316,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394410030317500,2026-07-30T06:53:30.030318Z,111743599903800,1785394410372255900,2026-07-30T06:53:30.372256Z,111743941838000,1785394410201286700,341934200,1.68618133,1686.18133,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394410380946400,2026-07-30T06:53:30.380946Z,111743950536700,1785394410729788400,2026-07-30T06:53:30.729788Z,111744299363300,1785394410555367400,348826600,1.68601668,1686.01668,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394410732795200,2026-07-30T06:53:30.732795Z,111744302391400,1785394411077904500,2026-07-30T06:53:31.077904Z,111744647490500,1785394410905349850,345099100,1.68602082,1686.02082,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394411094211400,2026-07-30T06:53:31.094211Z,111744663808200,1785394411442643000,2026-07-30T06:53:31.442643Z,111745012233400,1785394411268427200,348425200,1.68597264,1685.97264,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394411450218600,2026-07-30T06:53:31.450218Z,111745019816300,1785394411815761700,2026-07-30T06:53:31.815762Z,111745385353100,1785394411632990150,365536800,1.68600017,1686.00017,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394411825756500,2026-07-30T06:53:31.825756Z,111745395356400,1785394412167513700,2026-07-30T06:53:32.167514Z,111745737109000,1785394411996635100,341752600,1.6859298,1685.9298000000001,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394412175421500,2026-07-30T06:53:32.175421Z,111745745021800,1785394412517126800,2026-07-30T06:53:32.517127Z,111746086724500,1785394412346274150,341702700,1.68585993,1685.8599299999998,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394412525602000,2026-07-30T06:53:32.525602Z,111746095205100,1785394412885643100,2026-07-30T06:53:32.885643Z,111746455245300,1785394412705622550,360040200,1.68602354,1686.0235400000001,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394412888623600,2026-07-30T06:53:32.888624Z,111746458228300,1785394413232244100,2026-07-30T06:53:33.232244Z,111746801847400,1785394413060433850,343619100,1.68588512,1685.88512,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394413239779800,2026-07-30T06:53:33.239780Z,111746809387800,1785394413584104000,2026-07-30T06:53:33.584104Z,111747153710700,1785394413411941900,344322900,1.68593283,1685.93283,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394413586844700,2026-07-30T06:53:33.586845Z,111747156454400,1785394413941722200,2026-07-30T06:53:33.941722Z,111747511330300,1785394413764283450,354875900,1.68590668,1685.90668,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394413949019800,2026-07-30T06:53:33.949020Z,111747518633100,1785394414290695500,2026-07-30T06:53:34.290695Z,111747860306100,1785394414119857650,341673000,1.68580414,1685.80414,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394414293954500,2026-07-30T06:53:34.293955Z,111747863568700,1785394414635639900,2026-07-30T06:53:34.635640Z,111748205235200,1785394414464797200,341666500,1.68587146,1685.87146,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394414638378200,2026-07-30T06:53:34.638378Z,111748207995100,1785394414997457000,2026-07-30T06:53:34.997457Z,111748567073500,1785394414817917600,359078400,1.68595187,1685.95187,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394415001203100,2026-07-30T06:53:35.001203Z,111748570822600,1785394415346260300,2026-07-30T06:53:35.346260Z,111748915877400,1785394415173731700,345054800,1.6858109,1685.8109,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394415350327300,2026-07-30T06:53:35.350327Z,111748919949900,1785394415694486700,2026-07-30T06:53:35.694487Z,111749264107400,1785394415522407000,344157500,1.68584463,1685.84463,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394415699670400,2026-07-30T06:53:35.699671Z,111749269295000,1785394416042054500,2026-07-30T06:53:36.042054Z,111749611676300,1785394415870862450,342381300,1.68589509,1685.89509,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394416045382100,2026-07-30T06:53:36.045382Z,111749615009900,1785394416393426200,2026-07-30T06:53:36.393426Z,111749963052000,1785394416219404150,348042100,1.68587293,1685.87293,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394416399323600,2026-07-30T06:53:36.399324Z,111749968952400,1785394416740755200,2026-07-30T06:53:36.740755Z,111750310382000,1785394416570039400,341429600,1.68584506,1685.8450599999999,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394416743834500,2026-07-30T06:53:36.743835Z,111750313466300,1785394417085281500,2026-07-30T06:53:37.085282Z,111750654912600,1785394416914558000,341446300,1.68591759,1685.91759,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
rawcal_20260730T064526Z_8b45a684,cap_1785394408670814700_800rpm_2c53cf24,settle,1785394417089562200,2026-07-30T06:53:37.089562Z,111750659195500,1785394417431979600,2026-07-30T06:53:37.431979Z,111751001608300,1785394417260770900,342412800,1.6860111,1686.0111,10.0,60.0,0.16666666666666666,USB0::0x2A8D::0x1701::MY########::0::INSTR,ok,
